day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,241,2017-02-12,225,2017-02-25,255,2017-03-02,14.0,15,11,7,301
2017-02-27,247,2017-02-25,255,2017-02-12,225,2017-03-03,13.0,26,18,9,276
2017-02-27,247,2017-02-13,207,2017-02-15,204,2017-03-04,13.0,28,20,4,200
2017-01-12,72,2017-02-28,144,2017-01-02,100,2017-03-05,20.0,40,10,10,194
2017-02-27,247,2017-02-25,255,2017-02-12,225,2017-03-06,13.0,20,13,7,279
2017-02-11,241,2017-03-02,301,2017-02-10,275,2017-03-07,14.0,17,8,7,318
2017-03-02,301,2017-02-11,241,2017-03-07,318,2017-03-08,14.0,16,13,7,308
2017-03-08,308,2017-03-02,301,2017-02-11,241,2017-03-09,14.0,14,18,5,291
2017-03-09,291,2017-03-08,308,2017-03-02,301,2017-03-10,13.0,12,23,4,256
2017-03-04,200,2017-03-03,276,2017-02-27,247,2017-03-11,6.0,33,21,6,190
2017-02-24,255,2017-02-15,204,2017-02-18,229,2017-03-12,4.0,33,14,10,181
2017-03-06,279,2017-03-08,308,2017-02-12,225,2017-03-13,13.0,20,13,7,128
2017-02-26,233,2017-03-09,291,2017-03-08,308,2017-03-14,20.0,14,17,5,298
2017-03-10,256,2017-03-09,291,2017-03-08,308,2017-03-15,6.0,14,18,3,221
2017-03-03,276,2017-02-27,247,2017-03-13,128,2017-03-16,6.0,22,18,6,260
2017-02-15,204,2017-03-03,276,2017-02-18,229,2017-03-17,13.0,36,18,8,219
2017-03-04,200,2017-02-15,204,2017-02-27,247,2017-03-18,14.0,30,23,3,247
2017-03-01,139,2017-03-18,247,2017-03-11,190,2017-03-19,13.0,21,21,6,249
2017-03-12,181,2017-02-14,114,2017-03-17,219,2017-03-20,6.0,39,18,6,124
2017-02-27,247,2017-03-03,276,2017-02-13,207,2017-03-21,14.0,24,19,5,230
2017-02-14,114,2017-01-28,5,2017-03-20,124,2017-03-22,18.0,27,17,5,128
2017-01-04,238,2017-03-20,124,2017-02-19,138,2017-03-23,6.0,44,16,4,110
2017-01-26,126,2017-02-23,281,2017-02-04,168,2017-03-24,23.0,55,15,8,140
2017-02-16,178,2017-01-02,100,2017-01-06,149,2017-03-25,13.0,49,15,6,263
2017-02-26,233,2017-02-20,246,2017-01-29,80,2017-03-26,6.0,27,15,8,293
2017-02-27,247,2017-03-06,279,2017-03-03,276,2017-03-27,6.0,21,18,5,305
2017-01-08,184,2017-01-03,168,2017-02-04,168,2017-03-28,16.0,72,8,7,184
2017-01-02,100,2017-02-04,168,2017-02-15,204,2017-03-29,14.0,48,16,7,263
2017-01-04,238,2017-03-23,110,2017-02-14,114,2017-03-30,4.0,63,15,4,89
2017-03-29,263,2017-01-02,100,2017-02-04,168,2017-03-31,14.0,49,14,7,299
2017-02-15,204,2017-03-04,200,2017-02-13,207,2017-04-01,14.0,31,18,7,318
2017-03-18,247,2017-03-04,200,2017-03-21,230,2017-04-02,13.0,26,22,6,298
2017-03-18,247,2017-04-01,318,2017-02-15,204,2017-04-03,14.0,40,22,7,205
2017-03-20,124,2017-03-30,89,2017-02-14,114,2017-04-04,10.0,66,17,6,43
2017-01-05,105,2017-03-30,89,2017-04-04,43,2017-04-05,20.0,75,17,3,105
2017-04-03,205,2017-03-29,263,2017-03-18,247,2017-04-06,14.0,50,22,3,299
2017-03-20,124,2017-04-04,43,2017-04-06,299,2017-04-07,6.0,56,21,4,124
2017-04-07,124,2017-04-04,43,2017-03-20,124,2017-04-08,10.0,75,17,7,124
2017-03-27,305,2017-02-15,204,2017-02-02,115,2017-04-09,6.0,32,16,8,305
2017-03-30,89,2017-02-14,114,2017-03-15,221,2017-04-10,6.0,27,15,4,89
2017-04-01,318,2017-02-15,204,2017-04-03,205,2017-04-11,14.0,37,18,5,318
2017-03-27,305,2017-03-11,190,2017-04-03,205,2017-04-12,6.0,38,20,7,291
2017-04-07,124,2017-03-25,263,2017-04-06,299,2017-04-13,5.0,55,21,9,178
2017-04-06,299,2017-04-03,205,2017-03-29,263,2017-04-14,14.0,52,23,6,203
2017-03-26,293,2017-02-26,233,2017-04-06,299,2017-04-15,5.0,45,27,6,183
2017-03-30,89,2017-04-14,203,2017-02-16,178,2017-04-16,10.0,85,20,5,35
2017-04-12,291,2017-04-03,205,2017-03-27,305,2017-04-17,6.0,36,24,7,291
2017-04-02,298,2017-03-21,230,2017-03-18,247,2017-04-18,14.0,24,20,7,298
2017-03-24,140,2017-01-26,126,2017-01-01,168,2017-04-19,21.0,63,20,6,70
2017-04-03,205,2017-04-11,318,2017-04-06,299,2017-04-20,6.0,38,21,4,281
2017-04-20,281,2017-03-28,184,2017-02-19,138,2017-04-21,4.0,49,16,8,282
2017-03-18,247,2017-04-03,205,2017-04-02,298,2017-04-22,13.0,32,21,8,335
2017-04-03,205,2017-03-18,247,2017-04-14,203,2017-04-23,14.0,40,23,7,328
2017-03-11,190,2017-04-12,291,2017-04-17,291,2017-04-24,9.0,50,21,7,200
2017-04-11,318,2017-04-03,205,2017-03-29,263,2017-04-25,13.0,42,18,8,97
2017-03-04,200,2017-04-02,298,2017-03-18,247,2017-04-26,13.0,30,20,6,310
2017-03-18,247,2017-03-21,230,2017-04-02,298,2017-04-27,14.0,23,22,7,328
2017-04-27,328,2017-03-18,247,2017-03-21,230,2017-04-28,14.0,23,26,6,313
2017-04-28,313,2017-04-27,328,2017-03-18,247,2017-04-29,14.0,27,29,5,299
2017-02-19,138,2017-04-15,183,2017-04-29,299,2017-04-30,6.0,33,29,5,281
2017-03-11,190,2017-04-17,291,2017-03-15,221,2017-05-01,5.0,40,29,5,190
2017-04-29,299,2017-04-23,328,2017-04-03,205,2017-05-02,14.0,33,28,6,299
2017-05-01,190,2017-04-14,203,2017-04-23,328,2017-05-03,10.0,48,24,6,190
