day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,237,2017-02-12,227,2017-02-25,273,2017-03-02,14.0,15,11,7,292
2017-02-27,239,2017-02-25,273,2017-02-12,227,2017-03-03,13.0,26,18,9,257
2017-02-27,239,2017-02-13,179,2017-02-15,212,2017-03-04,13.0,28,20,4,208
2017-01-12,70,2017-02-28,192,2017-01-02,125,2017-03-05,20.0,40,10,10,246
2017-02-27,239,2017-02-25,273,2017-02-12,227,2017-03-06,13.0,20,13,7,263
2017-02-11,237,2017-03-02,292,2017-02-10,280,2017-03-07,14.0,17,8,7,304
2017-03-02,292,2017-02-11,237,2017-03-07,304,2017-03-08,14.0,16,13,7,293
2017-03-08,293,2017-03-02,292,2017-02-11,237,2017-03-09,14.0,14,18,5,281
2017-03-09,281,2017-03-08,293,2017-03-02,292,2017-03-10,13.0,12,23,4,262
2017-03-04,208,2017-03-03,257,2017-02-27,239,2017-03-11,6.0,33,21,6,161
2017-02-24,275,2017-02-15,212,2017-02-18,230,2017-03-12,4.0,33,14,10,244
2017-03-06,263,2017-03-08,293,2017-02-12,227,2017-03-13,13.0,20,13,7,204
2017-02-26,236,2017-03-09,281,2017-03-08,293,2017-03-14,20.0,14,17,5,275
2017-03-10,262,2017-03-09,281,2017-03-08,293,2017-03-15,6.0,14,18,3,244
2017-03-03,257,2017-02-27,239,2017-03-13,204,2017-03-16,6.0,22,18,6,227
2017-02-15,212,2017-03-03,257,2017-02-18,230,2017-03-17,13.0,36,18,8,160
2017-03-04,208,2017-02-15,212,2017-02-27,239,2017-03-18,14.0,30,23,3,196
2017-03-01,114,2017-03-18,196,2017-03-11,161,2017-03-19,13.0,21,21,6,206
2017-03-12,244,2017-02-14,143,2017-03-17,160,2017-03-20,6.0,39,18,6,92
2017-02-27,239,2017-03-03,257,2017-02-13,179,2017-03-21,14.0,24,19,5,254
2017-02-14,143,2017-01-28,7,2017-03-20,92,2017-03-22,18.0,27,17,5,118
2017-01-04,29,2017-03-20,92,2017-02-19,94,2017-03-23,6.0,44,16,4,29
2017-01-26,104,2017-02-23,303,2017-02-04,125,2017-03-24,23.0,55,15,8,104
2017-02-16,141,2017-01-02,125,2017-01-06,43,2017-03-25,13.0,49,15,6,141
2017-02-26,236,2017-02-20,227,2017-01-29,75,2017-03-26,6.0,27,15,8,282
2017-02-27,239,2017-03-06,263,2017-03-03,257,2017-03-27,6.0,21,18,5,312
2017-01-08,75,2017-01-03,106,2017-02-04,125,2017-03-28,16.0,72,8,7,108
2017-01-02,125,2017-02-04,125,2017-02-15,212,2017-03-29,14.0,48,16,7,308
2017-01-04,29,2017-03-23,29,2017-02-14,143,2017-03-30,4.0,63,15,4,115
2017-03-29,308,2017-01-02,125,2017-02-04,125,2017-03-31,14.0,49,14,7,252
2017-02-15,212,2017-03-04,208,2017-02-13,179,2017-04-01,14.0,31,18,7,319
2017-03-18,196,2017-03-04,208,2017-03-21,254,2017-04-02,13.0,26,22,6,290
2017-03-18,196,2017-04-01,319,2017-02-15,212,2017-04-03,14.0,40,22,7,263
2017-03-20,92,2017-03-30,115,2017-02-14,143,2017-04-04,10.0,66,17,6,76
2017-01-05,14,2017-03-30,115,2017-04-04,76,2017-04-05,20.0,75,17,3,14
2017-04-03,263,2017-03-29,308,2017-03-18,196,2017-04-06,14.0,50,22,3,263
2017-03-20,92,2017-04-04,76,2017-04-06,263,2017-04-07,6.0,56,21,4,200
2017-04-07,200,2017-04-04,76,2017-03-20,92,2017-04-08,10.0,75,17,7,200
2017-03-27,312,2017-02-15,212,2017-02-02,203,2017-04-09,6.0,32,16,8,312
2017-03-30,115,2017-02-14,143,2017-03-15,244,2017-04-10,6.0,27,15,4,168
2017-04-01,319,2017-02-15,212,2017-04-03,263,2017-04-11,14.0,37,18,5,245
2017-03-27,312,2017-03-11,161,2017-04-03,263,2017-04-12,6.0,38,20,7,312
2017-04-07,200,2017-03-25,141,2017-04-06,263,2017-04-13,5.0,55,21,9,200
2017-04-06,263,2017-04-03,263,2017-03-29,308,2017-04-14,14.0,52,23,6,225
2017-03-26,282,2017-02-26,236,2017-04-06,263,2017-04-15,5.0,45,27,6,241
2017-03-30,115,2017-04-14,225,2017-02-16,141,2017-04-16,10.0,85,20,5,50
2017-04-12,312,2017-04-03,263,2017-03-27,312,2017-04-17,6.0,36,24,7,296
2017-04-02,290,2017-03-21,254,2017-03-18,196,2017-04-18,14.0,24,20,7,340
2017-03-24,104,2017-01-26,104,2017-01-01,112,2017-04-19,21.0,63,20,6,104
2017-04-03,263,2017-04-11,245,2017-04-06,263,2017-04-20,6.0,38,21,4,263
2017-04-20,263,2017-03-28,108,2017-02-19,94,2017-04-21,4.0,49,16,8,270
2017-03-18,196,2017-04-03,263,2017-04-02,290,2017-04-22,13.0,32,21,8,333
2017-04-03,263,2017-03-18,196,2017-04-14,225,2017-04-23,14.0,40,23,7,301
2017-03-11,161,2017-04-12,312,2017-04-17,296,2017-04-24,9.0,50,21,7,229
2017-04-11,245,2017-04-03,263,2017-03-29,308,2017-04-25,13.0,42,18,8,158
2017-03-04,208,2017-04-02,290,2017-03-18,196,2017-04-26,13.0,30,20,6,299
2017-03-18,196,2017-03-21,254,2017-04-02,290,2017-04-27,14.0,23,22,7,329
2017-04-27,329,2017-03-18,196,2017-03-21,254,2017-04-28,14.0,23,26,6,306
2017-04-28,306,2017-04-27,329,2017-03-18,196,2017-04-29,14.0,27,29,5,301
2017-02-19,94,2017-04-15,241,2017-04-29,301,2017-04-30,6.0,33,29,5,247
2017-03-11,161,2017-04-17,296,2017-03-15,244,2017-05-01,5.0,40,29,5,215
2017-04-29,301,2017-04-23,301,2017-04-03,263,2017-05-02,14.0,33,28,6,274
2017-05-01,215,2017-04-14,225,2017-04-23,301,2017-05-03,10.0,48,24,6,203
2017-03-31,252,2017-04-06,263,2017-04-25,158,2017-05-04,13.0,52,23,5,232
2017-04-27,329,2017-04-28,306,2017-03-18,196,2017-05-05,14.0,24,23,9,259
2017-04-27,329,2017-04-28,306,2017-03-18,196,2017-05-06,14.0,26,24,8,325
2017-04-10,168,2017-03-23,29,2017-04-15,241,2017-05-07,6.0,33,27,5,251
2017-04-04,76,2017-03-22,118,2017-03-30,115,2017-05-08,6.0,51,23,7,183
2017-04-06,263,2017-04-03,263,2017-04-14,225,2017-05-09,14.0,44,25,4,298
2017-04-15,241,2017-03-26,282,2017-02-26,236,2017-05-10,5.0,38,29,7,260
2017-04-30,247,2017-05-10,260,2017-02-19,94,2017-05-11,6.0,32,32,7,258
2017-04-29,301,2017-04-28,306,2017-05-06,325,2017-05-12,14.0,23,27,7,314
2017-05-12,314,2017-04-28,306,2017-04-27,329,2017-05-13,14.0,21,25,7,321
2017-03-18,196,2017-04-29,301,2017-05-06,325,2017-05-14,13.0,31,25,4,272
2017-05-14,272,2017-04-03,263,2017-04-23,301,2017-05-15,13.0,39,25,5,267
2017-05-02,274,2017-04-03,263,2017-04-23,301,2017-05-16,14.0,38,27,7,306
2017-05-16,306,2017-05-02,274,2017-04-23,301,2017-05-17,14.0,40,30,9,294
2017-05-17,294,2017-05-16,306,2017-05-02,274,2017-05-18,14.0,40,32,9,287
2017-04-30,247,2017-02-19,94,2017-05-11,258,2017-05-19,5.0,42,31,8,234
2017-05-18,287,2017-05-17,294,2017-05-16,306,2017-05-20,14.0,40,32,4,263
2017-05-20,263,2017-05-18,287,2017-05-17,294,2017-05-21,14.0,43,31,4,242
2017-05-21,242,2017-05-20,263,2017-05-18,287,2017-05-22,9.0,47,31,7,193
2017-05-04,232,2017-03-31,252,2017-04-06,263,2017-05-23,10.0,58,22,9,263
2017-05-02,274,2017-04-29,301,2017-05-16,306,2017-05-24,14.0,32,29,5,328
2017-05-24,328,2017-04-29,301,2017-05-17,294,2017-05-25,14.0,31,31,5,325
2017-05-25,325,2017-05-24,328,2017-05-18,287,2017-05-26,14.0,31,33,7,325
2017-05-26,325,2017-05-25,325,2017-04-29,301,2017-05-27,14.0,27,33,8,325
2017-05-11,258,2017-05-27,325,2017-04-30,247,2017-05-28,6.0,29,33,8,292
2017-05-28,292,2017-05-11,258,2017-05-26,325,2017-05-29,4.0,30,33,7,249
2017-05-20,263,2017-05-26,325,2017-05-18,287,2017-05-30,14.0,34,32,5,226
2017-05-18,287,2017-05-21,242,2017-05-20,263,2017-05-31,14.0,42,32,8,280
2017-05-20,263,2017-05-21,242,2017-05-18,287,2017-06-01,14.0,41,32,8,289
2017-05-22,193,2017-05-17,294,2017-05-21,242,2017-06-02,9.0,41,31,7,232
2017-05-04,232,2017-05-09,298,2017-04-25,158,2017-06-03,14.0,46,26,6,287
2017-06-03,287,2017-05-16,306,2017-05-04,232,2017-06-04,13.0,39,28,2,271
2017-06-02,232,2017-05-15,267,2017-05-14,272,2017-06-05,10.0,38,24,4,232
2017-04-16,50,2017-01-03,106,2017-04-14,225,2017-06-06,18.0,85,18,5,69
2017-04-14,225,2017-04-06,263,2017-05-16,306,2017-06-07,14.0,51,27,5,297
2017-05-21,242,2017-06-01,289,2017-05-20,263,2017-06-08,6.0,46,30,7,279
2017-01-04,29,2017-05-01,215,2017-05-07,251,2017-06-09,6.0,46,32,7,265
2017-06-08,279,2017-05-08,183,2017-05-11,258,2017-06-10,5.0,53,31,4,214
2017-06-07,297,2017-05-21,242,2017-06-01,289,2017-06-11,14.0,52,31,4,206
2017-06-11,206,2017-05-21,242,2017-06-07,297,2017-06-12,13.0,48,29,4,154
2017-06-04,271,2017-06-03,287,2017-05-04,232,2017-06-13,14.0,40,28,3,195
2017-05-02,274,2017-06-01,289,2017-05-16,306,2017-06-14,14.0,34,31,3,284
2017-06-08,279,2017-05-30,226,2017-05-20,263,2017-06-15,6.0,36,32,5,234
2017-05-20,263,2017-06-14,284,2017-05-18,287,2017-06-16,14.0,36,35,6,266
2017-06-02,232,2017-05-26,325,2017-05-30,226,2017-06-18,6.0,32,33,9,289
2017-05-18,287,2017-05-20,263,2017-05-21,242,2017-06-19,14.0,40,33,6,287
2017-06-08,279,2017-06-15,234,2017-06-18,289,2017-06-20,5.0,49,32,5,252
2017-05-20,263,2017-05-21,242,2017-06-19,287,2017-06-21,13.0,42,34,5,253
2017-05-08,183,2017-06-10,214,2017-05-11,258,2017-06-22,9.0,64,29,6,47
2017-06-06,69,2017-04-16,50,2017-06-07,297,2017-06-23,24.0,76,27,4,130
2017-06-22,47,2017-05-08,183,2017-04-04,76,2017-06-24,4.0,72,26,6,185
2017-06-07,297,2017-06-11,206,2017-06-12,154,2017-06-25,13.0,59,28,5,297
2017-06-11,206,2017-06-07,297,2017-06-12,154,2017-06-26,14.0,52,30,4,264
2017-05-21,242,2017-06-01,289,2017-05-20,263,2017-06-27,14.0,45,33,3,266
2017-06-21,253,2017-05-20,263,2017-06-27,266,2017-06-28,13.0,43,34,6,259
2017-06-16,266,2017-05-20,263,2017-06-19,287,2017-06-29,14.0,41,37,6,241
2017-06-12,154,2017-06-28,259,2017-06-11,206,2017-06-30,13.0,55,32,6,154
2017-06-29,241,2017-06-16,266,2017-06-01,289,2017-07-01,14.0,41,38,5,241
2017-06-29,241,2017-06-16,266,2017-07-01,241,2017-07-02,14.0,37,39,3,236
2017-07-02,236,2017-06-29,241,2017-06-16,266,2017-07-03,14.0,35,41,3,256
2017-06-18,289,2017-06-09,265,2017-05-19,234,2017-07-04,9.0,38,40,4,179
2017-05-11,258,2017-05-19,234,2017-05-08,183,2017-07-05,4.0,47,37,4,74
2017-06-09,265,2017-04-16,50,2017-03-30,115,2017-07-06,15.0,75,32,5,93
2017-06-11,206,2017-06-26,264,2017-06-27,266,2017-07-07,14.0,57,36,7,237
2017-07-07,237,2017-06-29,241,2017-06-27,266,2017-07-08,14.0,51,37,9,295
2017-06-30,154,2017-07-07,237,2017-06-25,297,2017-07-09,13.0,68,33,9,176
2017-07-01,241,2017-07-08,295,2017-06-29,241,2017-07-10,13.0,45,38,7,300
2017-06-29,241,2017-07-08,295,2017-07-02,236,2017-07-11,14.0,46,39,9,288
2017-07-11,288,2017-07-08,295,2017-06-29,241,2017-07-12,14.0,49,38,10,286
2017-07-12,286,2017-07-11,288,2017-07-08,295,2017-07-13,14.0,48,38,9,262
2017-07-05,74,2017-05-11,258,2017-06-10,214,2017-07-14,5.0,51,38,8,74
2017-07-06,93,2017-05-08,183,2017-07-04,179,2017-07-15,9.0,76,31,4,135
2017-06-22,47,2017-06-24,185,2017-07-15,135,2017-07-16,0.0,70,34,4,168
2017-07-06,93,2017-06-09,265,2017-05-03,203,2017-07-18,23.0,69,34,7,67
2017-06-20,252,2017-06-18,289,2017-06-09,265,2017-07-19,0.0,67,35,9,252
2017-07-08,295,2017-07-07,237,2017-07-12,286,2017-07-20,14.0,56,38,9,280
2017-07-04,179,2017-07-19,252,2017-06-09,265,2017-07-21,0.0,59,37,6,179
2017-07-21,179,2017-07-06,93,2017-06-09,265,2017-07-22,9.0,62,37,5,97
2017-06-09,265,2017-07-21,179,2017-07-22,97,2017-07-23,4.0,52,40,5,187
2017-07-22,97,2017-07-06,93,2017-05-19,234,2017-07-24,15.0,64,37,7,102
2017-06-08,279,2017-06-15,234,2017-07-07,237,2017-07-25,4.0,57,36,7,237
2017-07-16,168,2017-06-22,47,2017-07-22,97,2017-07-26,0.0,61,36,5,123
2017-07-25,237,2017-07-09,176,2017-06-08,279,2017-07-27,4.0,66,33,6,47
2017-07-09,176,2017-06-30,154,2017-06-25,297,2017-07-28,13.0,64,31,8,77
2017-07-27,47,2017-06-10,214,2017-07-28,77,2017-07-29,10.0,71,28,5,58
2017-07-25,237,2017-06-20,252,2017-06-08,279,2017-07-30,0.0,81,29,3,99
2017-07-24,102,2017-07-28,77,2017-07-09,176,2017-07-31,9.0,64,35,6,152
2017-07-16,168,2017-07-26,123,2017-06-22,47,2017-08-01,0.0,69,35,7,140
2017-07-15,135,2017-07-31,152,2017-07-05,74,2017-08-02,0.0,75,34,6,135
2017-06-10,214,2017-06-22,47,2017-07-31,152,2017-08-03,5.0,62,37,5,214
2017-07-20,280,2017-07-12,286,2017-07-08,295,2017-08-04,14.0,53,38,5,280
2017-07-12,286,2017-07-13,262,2017-07-11,288,2017-08-05,14.0,48,40,4,248
2017-06-18,289,2017-06-02,232,2017-07-12,286,2017-08-06,5.0,50,39,6,253
2017-06-29,241,2017-07-11,288,2017-07-12,286,2017-08-07,13.0,42,38,4,220
