day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,210,2017-02-12,201,2017-02-25,271,2017-03-02,14.0,15,11,7,292
2017-02-27,228,2017-02-25,271,2017-02-12,201,2017-03-03,13.0,26,18,9,257
2017-02-27,228,2017-02-13,163,2017-02-15,193,2017-03-04,13.0,28,20,4,205
2017-01-12,35,2017-02-28,188,2017-01-02,115,2017-03-05,20.0,40,10,10,267
2017-02-27,228,2017-02-25,271,2017-02-12,201,2017-03-06,13.0,20,13,7,269
2017-02-11,210,2017-03-02,292,2017-02-10,248,2017-03-07,14.0,17,8,7,320
2017-03-02,292,2017-02-11,210,2017-03-07,320,2017-03-08,14.0,16,13,7,304
2017-03-08,304,2017-03-02,292,2017-02-11,210,2017-03-09,14.0,14,18,5,305
2017-03-09,305,2017-03-08,304,2017-03-02,292,2017-03-10,13.0,12,23,4,283
2017-03-04,205,2017-03-03,257,2017-02-27,228,2017-03-11,6.0,33,21,6,165
2017-02-24,266,2017-02-15,193,2017-02-18,221,2017-03-12,4.0,33,14,10,262
2017-03-06,269,2017-03-08,304,2017-02-12,201,2017-03-13,13.0,20,13,7,231
2017-02-26,233,2017-03-09,305,2017-03-08,304,2017-03-14,20.0,14,17,5,292
2017-03-10,283,2017-03-09,305,2017-03-08,304,2017-03-15,6.0,14,18,3,249
2017-03-03,257,2017-02-27,228,2017-03-13,231,2017-03-16,6.0,22,18,6,224
2017-02-15,193,2017-03-03,257,2017-02-18,221,2017-03-17,13.0,36,18,8,153
2017-03-04,205,2017-02-15,193,2017-02-27,228,2017-03-18,14.0,30,23,3,213
2017-03-01,140,2017-03-18,213,2017-03-11,165,2017-03-19,13.0,21,21,6,211
2017-03-12,262,2017-02-14,138,2017-03-17,153,2017-03-20,6.0,39,18,6,105
2017-02-27,228,2017-03-03,257,2017-02-13,163,2017-03-21,14.0,24,19,5,241
2017-02-14,138,2017-01-28,7,2017-03-20,105,2017-03-22,18.0,27,17,5,110
2017-01-04,34,2017-03-20,105,2017-02-19,107,2017-03-23,6.0,44,16,4,96
2017-01-26,90,2017-02-23,286,2017-02-04,30,2017-03-24,23.0,55,15,8,90
2017-02-16,126,2017-01-02,115,2017-01-06,56,2017-03-25,13.0,49,15,6,126
2017-02-26,233,2017-02-20,222,2017-01-29,87,2017-03-26,6.0,27,15,8,274
2017-02-27,228,2017-03-06,269,2017-03-03,257,2017-03-27,6.0,21,18,5,302
