day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,253,2017-02-12,246,2017-02-25,296,2017-03-02,14.0,15,11,7,253
2017-02-27,258,2017-02-25,296,2017-02-12,246,2017-03-03,13.0,26,18,9,279
2017-02-27,258,2017-02-13,188,2017-02-15,230,2017-03-04,13.0,28,20,4,220
2017-01-12,75,2017-02-28,210,2017-01-02,145,2017-03-05,20.0,40,10,10,270
2017-02-27,258,2017-02-25,296,2017-02-12,246,2017-03-06,13.0,20,13,7,274
2017-02-11,253,2017-03-02,253,2017-02-10,301,2017-03-07,14.0,17,8,7,327
2017-03-02,253,2017-02-11,253,2017-03-07,327,2017-03-08,14.0,16,13,7,313
2017-03-08,313,2017-03-02,253,2017-02-11,253,2017-03-09,14.0,14,18,5,308
2017-03-09,308,2017-03-08,313,2017-03-02,253,2017-03-10,13.0,12,23,4,287
2017-03-04,220,2017-03-03,279,2017-02-27,258,2017-03-11,6.0,33,21,6,179
2017-02-24,296,2017-02-15,230,2017-02-18,249,2017-03-12,4.0,33,14,10,271
2017-03-06,274,2017-03-08,313,2017-02-12,246,2017-03-13,13.0,20,13,7,223
2017-02-26,249,2017-03-09,308,2017-03-08,313,2017-03-14,20.0,14,17,5,298
2017-03-10,287,2017-03-09,308,2017-03-08,313,2017-03-15,6.0,14,18,3,249
2017-03-03,279,2017-02-27,258,2017-03-13,223,2017-03-16,6.0,22,18,6,228
2017-02-15,230,2017-03-03,279,2017-02-18,249,2017-03-17,13.0,36,18,8,167
2017-03-04,220,2017-02-15,230,2017-02-27,258,2017-03-18,14.0,30,23,3,209
2017-03-01,253,2017-03-18,209,2017-03-11,179,2017-03-19,13.0,21,21,6,216
2017-03-12,271,2017-02-14,149,2017-03-17,167,2017-03-20,6.0,39,18,6,271
2017-02-27,258,2017-03-03,279,2017-02-13,188,2017-03-21,14.0,24,19,5,253
2017-02-14,149,2017-01-28,9,2017-03-20,271,2017-03-22,18.0,27,17,5,109
2017-01-04,39,2017-03-20,271,2017-02-19,118,2017-03-23,6.0,44,16,4,111
2017-01-26,104,2017-02-23,321,2017-02-04,33,2017-03-24,23.0,55,15,8,104
2017-02-16,147,2017-01-02,145,2017-01-06,60,2017-03-25,13.0,49,15,6,214
2017-02-26,249,2017-02-20,247,2017-01-29,88,2017-03-26,6.0,27,15,8,281
2017-02-27,258,2017-03-06,274,2017-03-03,279,2017-03-27,6.0,21,18,5,312
2017-01-08,85,2017-01-03,95,2017-02-04,33,2017-03-28,16.0,72,8,7,125
2017-01-02,145,2017-02-04,33,2017-02-15,230,2017-03-29,14.0,48,16,7,311
2017-01-04,39,2017-03-23,111,2017-02-14,149,2017-03-30,4.0,63,15,4,132
2017-03-29,311,2017-01-02,145,2017-02-04,33,2017-03-31,14.0,49,14,7,247
2017-02-15,230,2017-03-04,220,2017-02-13,188,2017-04-01,14.0,31,18,7,321
2017-03-18,209,2017-03-04,220,2017-03-21,253,2017-04-02,13.0,26,22,6,299
2017-03-18,209,2017-04-01,321,2017-02-15,230,2017-04-03,14.0,40,22,7,275
2017-03-20,271,2017-03-30,132,2017-02-14,149,2017-04-04,10.0,66,17,6,271
2017-01-05,29,2017-03-30,132,2017-04-04,271,2017-04-05,20.0,75,17,3,29
2017-04-03,275,2017-03-29,311,2017-03-18,209,2017-04-06,14.0,50,22,3,295
2017-03-20,271,2017-04-04,271,2017-04-06,295,2017-04-07,6.0,56,21,4,207
2017-04-07,207,2017-04-04,271,2017-03-20,271,2017-04-08,10.0,75,17,7,207
2017-03-27,312,2017-02-15,230,2017-02-02,219,2017-04-09,6.0,32,16,8,312
2017-03-30,132,2017-02-14,149,2017-03-15,249,2017-04-10,6.0,27,15,4,194
2017-04-01,321,2017-02-15,230,2017-04-03,275,2017-04-11,14.0,37,18,5,261
2017-03-27,312,2017-03-11,179,2017-04-03,275,2017-04-12,6.0,38,20,7,326
2017-04-07,207,2017-03-25,214,2017-04-06,295,2017-04-13,5.0,55,21,9,221
2017-04-06,295,2017-04-03,275,2017-03-29,311,2017-04-14,14.0,52,23,6,230
2017-03-26,281,2017-02-26,249,2017-04-06,295,2017-04-15,5.0,45,27,6,252
2017-03-30,132,2017-04-14,230,2017-02-16,147,2017-04-16,10.0,85,20,5,56
2017-04-12,326,2017-04-03,275,2017-03-27,312,2017-04-17,6.0,36,24,7,294
2017-04-02,299,2017-03-21,253,2017-03-18,209,2017-04-18,14.0,24,20,7,343
2017-03-24,104,2017-01-26,104,2017-01-01,116,2017-04-19,21.0,63,20,6,85
2017-04-03,275,2017-04-11,261,2017-04-06,295,2017-04-20,6.0,38,21,4,316
2017-04-20,316,2017-03-28,125,2017-02-19,118,2017-04-21,4.0,49,16,8,293
2017-03-18,209,2017-04-03,275,2017-04-02,299,2017-04-22,13.0,32,21,8,340
2017-04-03,275,2017-03-18,209,2017-04-14,230,2017-04-23,14.0,40,23,7,308
2017-03-11,179,2017-04-12,326,2017-04-17,294,2017-04-24,9.0,50,21,7,239
2017-04-11,261,2017-04-03,275,2017-03-29,311,2017-04-25,13.0,42,18,8,179
2017-03-04,220,2017-04-02,299,2017-03-18,209,2017-04-26,13.0,30,20,6,316
2017-03-18,209,2017-03-21,253,2017-04-02,299,2017-04-27,14.0,23,22,7,336
2017-04-27,336,2017-03-18,209,2017-03-21,253,2017-04-28,14.0,23,26,6,315
2017-04-28,315,2017-04-27,336,2017-03-18,209,2017-04-29,14.0,27,29,5,305
2017-02-19,118,2017-04-15,252,2017-04-29,305,2017-04-30,6.0,33,29,5,248
2017-03-11,179,2017-04-17,294,2017-03-15,249,2017-05-01,5.0,40,29,5,229
2017-04-29,305,2017-04-23,308,2017-04-03,275,2017-05-02,14.0,33,28,6,286
2017-05-01,229,2017-04-14,230,2017-04-23,308,2017-05-03,10.0,48,24,6,221
2017-03-31,247,2017-04-06,295,2017-04-25,179,2017-05-04,13.0,52,23,5,240
2017-04-27,336,2017-04-28,315,2017-03-18,209,2017-05-05,14.0,24,23,9,250
2017-04-27,336,2017-04-28,315,2017-03-18,209,2017-05-06,14.0,26,24,8,336
2017-04-10,194,2017-03-23,111,2017-04-15,252,2017-05-07,6.0,33,27,5,272
2017-04-04,271,2017-03-22,109,2017-03-30,132,2017-05-08,6.0,51,23,7,219
2017-04-06,295,2017-04-03,275,2017-04-14,230,2017-05-09,14.0,44,25,4,305
2017-04-15,252,2017-03-26,281,2017-02-26,249,2017-05-10,5.0,38,29,7,279
2017-04-30,248,2017-05-10,279,2017-02-19,118,2017-05-11,6.0,32,32,7,255
2017-04-29,305,2017-04-28,315,2017-05-06,336,2017-05-12,14.0,23,27,7,312
2017-05-12,312,2017-04-28,315,2017-04-27,336,2017-05-13,14.0,21,25,7,328
2017-03-18,209,2017-04-29,305,2017-05-06,336,2017-05-14,13.0,31,25,4,282
2017-05-14,282,2017-04-03,275,2017-04-23,308,2017-05-15,13.0,39,25,5,283
2017-05-02,286,2017-04-03,275,2017-04-23,308,2017-05-16,14.0,38,27,7,305
2017-05-16,305,2017-05-02,286,2017-04-23,308,2017-05-17,14.0,40,30,9,297
2017-05-17,297,2017-05-16,305,2017-05-02,286,2017-05-18,14.0,40,32,9,287
2017-04-30,248,2017-02-19,118,2017-05-11,255,2017-05-19,5.0,42,31,8,249
2017-05-18,287,2017-05-17,297,2017-05-16,305,2017-05-20,14.0,40,32,4,263
2017-05-20,263,2017-05-18,287,2017-05-17,297,2017-05-21,14.0,43,31,4,243
2017-05-21,243,2017-05-20,263,2017-05-18,287,2017-05-22,9.0,47,31,7,187
2017-05-04,240,2017-03-31,247,2017-04-06,295,2017-05-23,10.0,58,22,9,254
2017-05-02,286,2017-04-29,305,2017-05-16,305,2017-05-24,14.0,32,29,5,328
2017-05-24,328,2017-04-29,305,2017-05-17,297,2017-05-25,14.0,31,31,5,330
2017-05-25,330,2017-05-24,328,2017-05-18,287,2017-05-26,14.0,31,33,7,315
2017-05-26,315,2017-05-25,330,2017-04-29,305,2017-05-27,14.0,27,33,8,301
2017-05-11,255,2017-05-27,301,2017-04-30,248,2017-05-28,6.0,29,33,8,296
2017-05-28,296,2017-05-11,255,2017-05-26,315,2017-05-29,4.0,30,33,7,255
2017-05-20,263,2017-05-26,315,2017-05-18,287,2017-05-30,14.0,34,32,5,217
2017-05-18,287,2017-05-21,243,2017-05-20,263,2017-05-31,14.0,42,32,8,290
2017-05-20,263,2017-05-21,243,2017-05-18,287,2017-06-01,14.0,41,32,8,299
2017-05-22,187,2017-05-17,297,2017-05-21,243,2017-06-02,9.0,41,31,7,241
2017-05-04,240,2017-05-09,305,2017-04-25,179,2017-06-03,14.0,46,26,6,296
2017-06-03,296,2017-05-16,305,2017-05-04,240,2017-06-04,13.0,39,28,2,298
2017-06-02,241,2017-05-15,283,2017-05-14,282,2017-06-05,10.0,38,24,4,138
2017-04-16,56,2017-01-03,95,2017-04-14,230,2017-06-06,18.0,85,18,5,63
2017-04-14,230,2017-04-06,295,2017-05-16,305,2017-06-07,14.0,51,27,5,297
2017-05-21,243,2017-06-01,299,2017-05-20,263,2017-06-08,6.0,46,30,7,282
2017-01-04,39,2017-05-01,229,2017-05-07,272,2017-06-09,6.0,46,32,7,285
2017-06-08,282,2017-05-08,219,2017-05-11,255,2017-06-10,5.0,53,31,4,229
2017-06-07,297,2017-05-21,243,2017-06-01,299,2017-06-11,14.0,52,31,4,203
2017-06-11,203,2017-05-21,243,2017-06-07,297,2017-06-12,13.0,48,29,4,147
2017-06-04,298,2017-06-03,296,2017-05-04,240,2017-06-13,14.0,40,28,3,190
2017-05-02,286,2017-06-01,299,2017-05-16,305,2017-06-14,14.0,34,31,3,291
2017-06-08,282,2017-05-30,217,2017-05-20,263,2017-06-15,6.0,36,32,5,270
2017-05-20,263,2017-06-14,291,2017-05-18,287,2017-06-16,14.0,36,35,6,274
2017-06-02,241,2017-05-26,315,2017-05-30,217,2017-06-18,6.0,32,33,9,273
2017-05-18,287,2017-05-20,263,2017-05-21,243,2017-06-19,14.0,40,33,6,240
2017-06-08,282,2017-06-15,270,2017-06-18,273,2017-06-20,5.0,49,32,5,250
2017-05-20,263,2017-05-21,243,2017-06-19,240,2017-06-21,13.0,42,34,5,248
2017-05-08,219,2017-06-10,229,2017-05-11,255,2017-06-22,9.0,64,29,6,53
2017-06-06,63,2017-04-16,56,2017-06-07,297,2017-06-23,24.0,76,27,4,160
2017-06-22,53,2017-05-08,219,2017-04-04,271,2017-06-24,4.0,72,26,6,133
2017-06-07,297,2017-06-11,203,2017-06-12,147,2017-06-25,13.0,59,28,5,255
2017-06-11,203,2017-06-07,297,2017-06-12,147,2017-06-26,14.0,52,30,4,220
2017-05-21,243,2017-06-01,299,2017-05-20,263,2017-06-27,14.0,45,33,3,251
2017-06-21,248,2017-05-20,263,2017-06-27,251,2017-06-28,13.0,43,34,6,266
2017-06-16,274,2017-05-20,263,2017-06-19,240,2017-06-29,14.0,41,37,6,250
2017-06-12,147,2017-06-28,266,2017-06-11,203,2017-06-30,13.0,55,32,6,172
2017-06-29,250,2017-06-16,274,2017-06-01,299,2017-07-01,14.0,41,38,5,254
2017-06-29,250,2017-06-16,274,2017-07-01,254,2017-07-02,14.0,37,39,3,232
2017-07-02,232,2017-06-29,250,2017-06-16,274,2017-07-03,14.0,35,41,3,256
2017-06-18,273,2017-06-09,285,2017-05-19,249,2017-07-04,9.0,38,40,4,157
2017-05-11,255,2017-05-19,249,2017-05-08,219,2017-07-05,4.0,47,37,4,130
2017-06-09,285,2017-04-16,56,2017-03-30,132,2017-07-06,15.0,75,32,5,92
2017-06-11,203,2017-06-26,220,2017-06-27,251,2017-07-07,14.0,57,36,7,203
2017-07-07,203,2017-06-29,250,2017-06-27,251,2017-07-08,14.0,51,37,9,300
2017-06-30,172,2017-07-07,203,2017-06-25,255,2017-07-09,13.0,68,33,9,181
2017-07-01,254,2017-07-08,300,2017-06-29,250,2017-07-10,13.0,45,38,7,305
2017-06-29,250,2017-07-08,300,2017-07-02,232,2017-07-11,14.0,46,39,9,293
2017-07-11,293,2017-07-08,300,2017-06-29,250,2017-07-12,14.0,49,38,10,287
2017-07-12,287,2017-07-11,293,2017-07-08,300,2017-07-13,14.0,48,38,9,277
2017-07-05,130,2017-05-11,255,2017-06-10,229,2017-07-14,5.0,51,38,8,236
2017-07-06,92,2017-05-08,219,2017-07-04,157,2017-07-15,9.0,76,31,4,146
2017-06-22,53,2017-06-24,133,2017-07-15,146,2017-07-16,0.0,70,34,4,166
2017-07-06,92,2017-06-09,285,2017-05-03,221,2017-07-18,23.0,69,34,7,92
2017-06-20,250,2017-06-18,273,2017-06-09,285,2017-07-19,0.0,67,35,9,250
2017-07-08,300,2017-07-07,203,2017-07-12,287,2017-07-20,14.0,56,38,9,279
2017-07-04,157,2017-07-19,250,2017-06-09,285,2017-07-21,0.0,59,37,6,185
2017-07-21,185,2017-07-06,92,2017-06-09,285,2017-07-22,9.0,62,37,5,86
2017-06-09,285,2017-07-21,185,2017-07-22,86,2017-07-23,4.0,52,40,5,171
2017-07-22,86,2017-07-06,92,2017-05-19,249,2017-07-24,15.0,64,37,7,116
2017-06-08,282,2017-06-15,270,2017-07-07,203,2017-07-25,4.0,57,36,7,264
2017-07-16,166,2017-06-22,53,2017-07-22,86,2017-07-26,0.0,61,36,5,131
2017-07-25,264,2017-07-09,181,2017-06-08,282,2017-07-27,4.0,66,33,6,58
2017-07-09,181,2017-06-30,172,2017-06-25,255,2017-07-28,13.0,64,31,8,79
