day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,211,2017-02-12,200,2017-02-25,254,2017-03-02,14.0,15,11,7,271
2017-02-27,224,2017-02-25,254,2017-02-12,200,2017-03-03,13.0,26,18,9,244
2017-02-27,224,2017-02-13,168,2017-02-15,195,2017-03-04,13.0,28,20,4,202
2017-01-12,104,2017-02-28,182,2017-01-02,72,2017-03-05,20.0,40,10,10,234
2017-02-27,224,2017-02-25,254,2017-02-12,200,2017-03-06,13.0,20,13,7,251
2017-02-11,211,2017-03-02,271,2017-02-10,239,2017-03-07,14.0,17,8,7,291
2017-03-02,271,2017-02-11,211,2017-03-07,291,2017-03-08,14.0,16,13,7,281
2017-03-08,281,2017-03-02,271,2017-02-11,211,2017-03-09,14.0,14,18,5,281
2017-03-09,281,2017-03-08,281,2017-03-02,271,2017-03-10,13.0,12,23,4,281
2017-03-04,202,2017-03-03,244,2017-02-27,224,2017-03-11,6.0,33,21,6,147
2017-02-24,253,2017-02-15,195,2017-02-18,195,2017-03-12,4.0,33,14,10,234
2017-03-06,251,2017-03-08,281,2017-02-12,200,2017-03-13,13.0,20,13,7,185
2017-02-26,224,2017-03-09,281,2017-03-08,281,2017-03-14,20.0,14,17,5,265
2017-03-10,281,2017-03-09,281,2017-03-08,281,2017-03-15,6.0,14,18,3,281
2017-03-03,244,2017-02-27,224,2017-03-13,185,2017-03-16,6.0,22,18,6,244
2017-02-15,195,2017-03-03,244,2017-02-18,195,2017-03-17,13.0,36,18,8,195
2017-03-04,202,2017-02-15,195,2017-02-27,224,2017-03-18,14.0,30,23,3,202
2017-03-01,104,2017-03-18,202,2017-03-11,147,2017-03-19,13.0,21,21,6,104
2017-03-12,234,2017-02-14,118,2017-03-17,195,2017-03-20,6.0,39,18,6,234
2017-02-27,224,2017-03-03,244,2017-02-13,168,2017-03-21,14.0,24,19,5,224
2017-02-14,118,2017-01-28,6,2017-03-20,234,2017-03-22,18.0,27,17,5,118
2017-01-04,15,2017-03-20,234,2017-02-19,134,2017-03-23,6.0,44,16,4,15
2017-01-26,94,2017-02-23,273,2017-02-04,39,2017-03-24,23.0,55,15,8,94
2017-02-16,134,2017-01-02,72,2017-01-06,28,2017-03-25,13.0,49,15,6,134
2017-02-26,224,2017-02-20,67,2017-01-29,67,2017-03-26,6.0,27,15,8,224
2017-02-27,224,2017-03-06,251,2017-03-03,244,2017-03-27,6.0,21,18,5,224
2017-01-08,68,2017-01-03,80,2017-02-04,39,2017-03-28,16.0,72,8,7,68
2017-01-02,72,2017-02-04,39,2017-02-15,195,2017-03-29,14.0,48,16,7,284
2017-01-04,15,2017-03-23,15,2017-02-14,118,2017-03-30,4.0,63,15,4,103
2017-03-29,284,2017-01-02,72,2017-02-04,39,2017-03-31,14.0,49,14,7,244
2017-02-15,195,2017-03-04,202,2017-02-13,168,2017-04-01,14.0,31,18,7,297
2017-03-18,202,2017-03-04,202,2017-03-21,224,2017-04-02,13.0,26,22,6,272
2017-03-18,202,2017-04-01,297,2017-02-15,195,2017-04-03,14.0,40,22,7,249
2017-03-20,234,2017-03-30,103,2017-02-14,118,2017-04-04,10.0,66,17,6,65
2017-01-05,8,2017-03-30,103,2017-04-04,65,2017-04-05,20.0,75,17,3,114
2017-04-03,249,2017-03-29,284,2017-03-18,202,2017-04-06,14.0,50,22,3,274
2017-03-20,234,2017-04-04,65,2017-04-06,274,2017-04-07,6.0,56,21,4,234
2017-04-07,234,2017-04-04,65,2017-03-20,234,2017-04-08,10.0,75,17,7,234
2017-03-27,224,2017-02-15,195,2017-02-02,176,2017-04-09,6.0,32,16,8,224
2017-03-30,103,2017-02-14,118,2017-03-15,281,2017-04-10,6.0,27,15,4,103
2017-04-01,297,2017-02-15,195,2017-04-03,249,2017-04-11,14.0,37,18,5,297
2017-03-27,224,2017-03-11,147,2017-04-03,249,2017-04-12,6.0,38,20,7,224
2017-04-07,234,2017-03-25,134,2017-04-06,274,2017-04-13,5.0,55,21,9,234
2017-04-06,274,2017-04-03,249,2017-03-29,284,2017-04-14,14.0,52,23,6,207
2017-03-26,224,2017-02-26,224,2017-04-06,274,2017-04-15,5.0,45,27,6,211
2017-03-30,103,2017-04-14,207,2017-02-16,134,2017-04-16,10.0,85,20,5,43
