day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,231,2017-02-12,225,2017-02-25,265,2017-03-02,14.0,15,11,7,280
2017-02-27,233,2017-02-25,265,2017-02-12,225,2017-03-03,13.0,26,18,9,249
2017-02-27,233,2017-02-13,181,2017-02-15,206,2017-03-04,13.0,28,20,4,205
2017-01-12,108,2017-02-28,181,2017-01-02,118,2017-03-05,20.0,40,10,10,228
2017-02-27,233,2017-02-25,265,2017-02-12,225,2017-03-06,13.0,20,13,7,247
2017-02-11,231,2017-03-02,280,2017-02-10,265,2017-03-07,14.0,17,8,7,287
2017-03-02,280,2017-02-11,231,2017-03-07,287,2017-03-08,14.0,16,13,7,275
2017-03-08,275,2017-03-02,280,2017-02-11,231,2017-03-09,14.0,14,18,5,275
2017-03-09,275,2017-03-08,275,2017-03-02,280,2017-03-10,13.0,12,23,4,275
2017-03-04,205,2017-03-03,249,2017-02-27,233,2017-03-11,6.0,33,21,6,152
2017-02-24,264,2017-02-15,206,2017-02-18,219,2017-03-12,4.0,33,14,10,264
2017-03-06,247,2017-03-08,275,2017-02-12,225,2017-03-13,13.0,20,13,7,247
2017-02-26,227,2017-03-09,275,2017-03-08,275,2017-03-14,20.0,14,17,5,260
2017-03-10,275,2017-03-09,275,2017-03-08,275,2017-03-15,6.0,14,18,3,214
2017-03-03,249,2017-02-27,233,2017-03-13,247,2017-03-16,6.0,22,18,6,221
2017-02-15,206,2017-03-03,249,2017-02-18,219,2017-03-17,13.0,36,18,8,160
2017-03-04,205,2017-02-15,206,2017-02-27,233,2017-03-18,14.0,30,23,3,185
2017-03-01,119,2017-03-18,185,2017-03-11,152,2017-03-19,13.0,21,21,6,211
2017-03-12,264,2017-02-14,124,2017-03-17,160,2017-03-20,6.0,39,18,6,98
2017-02-27,233,2017-03-03,249,2017-02-13,181,2017-03-21,14.0,24,19,5,218
2017-02-14,124,2017-01-28,6,2017-03-20,98,2017-03-22,18.0,27,17,5,98
2017-01-04,250,2017-03-20,98,2017-02-19,102,2017-03-23,6.0,44,16,4,87
2017-01-26,75,2017-02-23,286,2017-02-04,30,2017-03-24,23.0,55,15,8,70
2017-02-16,138,2017-01-02,118,2017-01-06,124,2017-03-25,13.0,49,15,6,197
2017-02-26,227,2017-02-20,219,2017-01-29,59,2017-03-26,6.0,27,15,8,246
2017-02-27,233,2017-03-06,247,2017-03-03,249,2017-03-27,6.0,21,18,5,307
2017-01-08,60,2017-01-03,30,2017-02-04,30,2017-03-28,16.0,72,8,7,103
