day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,238,2017-02-12,222,2017-02-25,291,2017-03-02,14.0,15,11,7,307
2017-02-27,243,2017-02-25,291,2017-02-12,222,2017-03-03,13.0,26,18,9,271
2017-02-27,243,2017-02-13,177,2017-02-15,211,2017-03-04,13.0,28,20,4,210
2017-01-12,39,2017-02-28,196,2017-01-02,105,2017-03-05,20.0,40,10,10,39
2017-02-27,243,2017-02-25,291,2017-02-12,222,2017-03-06,13.0,20,13,7,243
2017-02-11,238,2017-03-02,307,2017-02-10,282,2017-03-07,14.0,17,8,7,318
2017-03-02,307,2017-02-11,238,2017-03-07,318,2017-03-08,14.0,16,13,7,303
2017-03-08,303,2017-03-02,307,2017-02-11,238,2017-03-09,14.0,14,18,5,301
2017-03-09,301,2017-03-08,303,2017-03-02,307,2017-03-10,13.0,12,23,4,274
2017-03-04,210,2017-03-03,271,2017-02-27,243,2017-03-11,6.0,33,21,6,156
2017-02-24,288,2017-02-15,211,2017-02-18,238,2017-03-12,4.0,33,14,10,254
2017-03-06,243,2017-03-08,303,2017-02-12,222,2017-03-13,13.0,20,13,7,218
2017-02-26,249,2017-03-09,301,2017-03-08,303,2017-03-14,20.0,14,17,5,284
2017-03-10,274,2017-03-09,301,2017-03-08,303,2017-03-15,6.0,14,18,3,241
2017-03-03,271,2017-02-27,243,2017-03-13,218,2017-03-16,6.0,22,18,6,229
2017-02-15,211,2017-03-03,271,2017-02-18,238,2017-03-17,13.0,36,18,8,145
2017-03-04,210,2017-02-15,211,2017-02-27,243,2017-03-18,14.0,30,23,3,189
2017-03-01,153,2017-03-18,189,2017-03-11,156,2017-03-19,13.0,21,21,6,201
2017-03-12,254,2017-02-14,138,2017-03-17,145,2017-03-20,6.0,39,18,6,84
2017-02-27,243,2017-03-03,271,2017-02-13,177,2017-03-21,14.0,24,19,5,236
2017-02-14,138,2017-01-28,7,2017-03-20,84,2017-03-22,18.0,27,17,5,101
2017-01-04,264,2017-03-20,84,2017-02-19,106,2017-03-23,6.0,44,16,4,99
