day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,156,2017-02-12,237,2017-02-25,276,2017-03-02,14.0,15,11,7,304
2017-02-27,250,2017-02-25,276,2017-02-12,237,2017-03-03,13.0,26,18,9,276
2017-02-27,250,2017-02-13,196,2017-02-15,221,2017-03-04,13.0,28,20,4,217
2017-01-12,121,2017-02-28,196,2017-01-02,100,2017-03-05,20.0,40,10,10,237
2017-02-27,250,2017-02-25,276,2017-02-12,237,2017-03-06,13.0,20,13,7,273
2017-02-11,156,2017-03-02,304,2017-02-10,285,2017-03-07,14.0,17,8,7,314
2017-03-02,304,2017-02-11,156,2017-03-07,314,2017-03-08,14.0,16,13,7,302
2017-03-08,302,2017-03-02,304,2017-02-11,156,2017-03-09,14.0,14,18,5,293
2017-03-09,293,2017-03-08,302,2017-03-02,304,2017-03-10,13.0,12,23,4,278
2017-03-04,217,2017-03-03,276,2017-02-27,250,2017-03-11,6.0,33,21,6,163
2017-02-24,285,2017-02-15,221,2017-02-18,239,2017-03-12,4.0,33,14,10,239
2017-03-06,273,2017-03-08,302,2017-02-12,237,2017-03-13,13.0,20,13,7,180
2017-02-26,244,2017-03-09,293,2017-03-08,302,2017-03-14,20.0,14,17,5,288
2017-03-10,278,2017-03-09,293,2017-03-08,302,2017-03-15,6.0,14,18,3,241
2017-03-03,276,2017-02-27,250,2017-03-13,180,2017-03-16,6.0,22,18,6,246
2017-02-15,221,2017-03-03,276,2017-02-18,239,2017-03-17,13.0,36,18,8,179
2017-03-04,217,2017-02-15,221,2017-02-27,250,2017-03-18,14.0,30,23,3,211
2017-03-01,108,2017-03-18,211,2017-03-11,163,2017-03-19,13.0,21,21,6,233
2017-03-12,239,2017-02-14,136,2017-03-17,179,2017-03-20,6.0,39,18,6,105
2017-02-27,250,2017-03-03,276,2017-02-13,196,2017-03-21,14.0,24,19,5,236
2017-02-14,136,2017-01-28,6,2017-03-20,105,2017-03-22,18.0,27,17,5,109
2017-01-04,20,2017-03-20,105,2017-02-19,117,2017-03-23,6.0,44,16,4,94
2017-01-26,105,2017-02-23,303,2017-02-04,33,2017-03-24,23.0,55,15,8,76
2017-02-16,152,2017-01-02,100,2017-01-06,141,2017-03-25,13.0,49,15,6,152
2017-02-26,244,2017-02-20,244,2017-01-29,59,2017-03-26,6.0,27,15,8,244
2017-02-27,250,2017-03-06,273,2017-03-03,276,2017-03-27,6.0,21,18,5,250
2017-01-08,59,2017-01-03,132,2017-02-04,33,2017-03-28,16.0,72,8,7,97
2017-01-02,100,2017-02-04,33,2017-02-15,221,2017-03-29,14.0,48,16,7,306
2017-01-04,20,2017-03-23,94,2017-02-14,136,2017-03-30,4.0,63,15,4,107
2017-03-29,306,2017-01-02,100,2017-02-04,33,2017-03-31,14.0,49,14,7,253
2017-02-15,221,2017-03-04,217,2017-02-13,196,2017-04-01,14.0,31,18,7,316
