day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,238,2017-02-12,228,2017-02-25,284,2017-03-02,14.0,15,11,7,304
2017-02-27,243,2017-02-25,284,2017-02-12,228,2017-03-03,13.0,26,18,9,271
2017-02-27,243,2017-02-13,181,2017-02-15,219,2017-03-04,13.0,28,20,4,219
2017-01-12,38,2017-02-28,200,2017-01-02,147,2017-03-05,20.0,40,10,10,273
2017-02-27,243,2017-02-25,284,2017-02-12,228,2017-03-06,13.0,20,13,7,271
2017-02-11,238,2017-03-02,304,2017-02-10,287,2017-03-07,14.0,17,8,7,323
2017-03-02,304,2017-02-11,238,2017-03-07,323,2017-03-08,14.0,16,13,7,308
2017-03-08,308,2017-03-02,304,2017-02-11,238,2017-03-09,14.0,14,18,5,294
2017-03-09,294,2017-03-08,308,2017-03-02,304,2017-03-10,13.0,12,23,4,282
2017-03-04,219,2017-03-03,271,2017-02-27,243,2017-03-11,6.0,33,21,6,172
2017-02-24,282,2017-02-15,219,2017-02-18,219,2017-03-12,4.0,33,14,10,270
2017-03-06,271,2017-03-08,308,2017-02-12,228,2017-03-13,13.0,20,13,7,240
2017-02-26,252,2017-03-09,294,2017-03-08,308,2017-03-14,20.0,14,17,5,289
2017-03-10,282,2017-03-09,294,2017-03-08,308,2017-03-15,6.0,14,18,3,252
2017-03-03,271,2017-02-27,243,2017-03-13,240,2017-03-16,6.0,22,18,6,211
2017-02-15,219,2017-03-03,271,2017-02-18,219,2017-03-17,13.0,36,18,8,163
2017-03-04,219,2017-02-15,219,2017-02-27,243,2017-03-18,14.0,30,23,3,210
2017-03-01,137,2017-03-18,210,2017-03-11,172,2017-03-19,13.0,21,21,6,207
2017-03-12,270,2017-02-14,159,2017-03-17,163,2017-03-20,6.0,39,18,6,92
2017-02-27,243,2017-03-03,271,2017-02-13,181,2017-03-21,14.0,24,19,5,243
2017-02-14,159,2017-01-28,8,2017-03-20,92,2017-03-22,18.0,27,17,5,121
2017-01-04,42,2017-03-20,92,2017-02-19,140,2017-03-23,6.0,44,16,4,104
2017-01-26,93,2017-02-23,304,2017-02-04,32,2017-03-24,23.0,55,15,8,45
2017-02-16,140,2017-01-02,147,2017-01-06,71,2017-03-25,13.0,49,15,6,192
2017-02-26,252,2017-02-20,247,2017-01-29,94,2017-03-26,6.0,27,15,8,291
2017-02-27,243,2017-03-06,271,2017-03-03,271,2017-03-27,6.0,21,18,5,320
2017-01-08,109,2017-01-03,61,2017-02-04,32,2017-03-28,16.0,72,8,7,162
2017-01-02,147,2017-02-04,32,2017-02-15,219,2017-03-29,14.0,48,16,7,307
2017-01-04,42,2017-03-23,104,2017-02-14,159,2017-03-30,4.0,63,15,4,134
2017-03-29,307,2017-01-02,147,2017-02-04,32,2017-03-31,14.0,49,14,7,232
2017-02-15,219,2017-03-04,219,2017-02-13,181,2017-04-01,14.0,31,18,7,319
2017-03-18,210,2017-03-04,219,2017-03-21,243,2017-04-02,13.0,26,22,6,295
2017-03-18,210,2017-04-01,319,2017-02-15,219,2017-04-03,14.0,40,22,7,277
2017-03-20,92,2017-03-30,134,2017-02-14,159,2017-04-04,10.0,66,17,6,88
2017-01-05,35,2017-03-30,134,2017-04-04,88,2017-04-05,20.0,75,17,3,110
2017-04-03,277,2017-03-29,307,2017-03-18,210,2017-04-06,14.0,50,22,3,288
2017-03-20,92,2017-04-04,88,2017-04-06,288,2017-04-07,6.0,56,21,4,195
2017-04-07,195,2017-04-04,88,2017-03-20,92,2017-04-08,10.0,75,17,7,195
2017-03-27,320,2017-02-15,219,2017-02-02,207,2017-04-09,6.0,32,16,8,320
2017-03-30,134,2017-02-14,159,2017-03-15,252,2017-04-10,6.0,27,15,4,195
2017-04-01,319,2017-02-15,219,2017-04-03,277,2017-04-11,14.0,37,18,5,246
2017-03-27,320,2017-03-11,172,2017-04-03,277,2017-04-12,6.0,38,20,7,324
2017-04-07,195,2017-03-25,192,2017-04-06,288,2017-04-13,5.0,55,21,9,216
2017-04-06,288,2017-04-03,277,2017-03-29,307,2017-04-14,14.0,52,23,6,248
2017-03-26,291,2017-02-26,252,2017-04-06,288,2017-04-15,5.0,45,27,6,250
2017-03-30,134,2017-04-14,248,2017-02-16,140,2017-04-16,10.0,85,20,5,134
