day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,246,2017-02-12,226,2017-02-25,257,2017-03-02,14.0,15,11,7,303
2017-02-27,249,2017-02-25,257,2017-02-12,226,2017-03-03,13.0,26,18,9,276
2017-02-27,249,2017-02-13,207,2017-02-15,198,2017-03-04,13.0,28,20,4,186
2017-01-12,102,2017-02-28,140,2017-01-02,121,2017-03-05,20.0,40,10,10,192
2017-02-27,249,2017-02-25,257,2017-02-12,226,2017-03-06,13.0,20,13,7,279
2017-02-11,246,2017-03-02,303,2017-02-10,270,2017-03-07,14.0,17,8,7,319
2017-03-02,303,2017-02-11,246,2017-03-07,319,2017-03-08,14.0,16,13,7,304
2017-03-08,304,2017-03-02,303,2017-02-11,246,2017-03-09,14.0,14,18,5,287
2017-03-09,287,2017-03-08,304,2017-03-02,303,2017-03-10,13.0,12,23,4,269
2017-03-04,186,2017-03-03,276,2017-02-27,249,2017-03-11,6.0,33,21,6,187
2017-02-24,265,2017-02-15,198,2017-02-18,225,2017-03-12,4.0,33,14,10,174
2017-03-06,279,2017-03-08,304,2017-02-12,226,2017-03-13,13.0,20,13,7,124
2017-02-26,228,2017-03-09,287,2017-03-08,304,2017-03-14,20.0,14,17,5,284
2017-03-10,269,2017-03-09,287,2017-03-08,304,2017-03-15,6.0,14,18,3,210
2017-03-03,276,2017-02-27,249,2017-03-13,124,2017-03-16,6.0,22,18,6,248
2017-02-15,198,2017-03-03,276,2017-02-18,225,2017-03-17,13.0,36,18,8,198
2017-03-04,186,2017-02-15,198,2017-02-27,249,2017-03-18,14.0,30,23,3,229
2017-03-01,130,2017-03-18,229,2017-03-11,187,2017-03-19,13.0,21,21,6,241
2017-03-12,174,2017-02-14,110,2017-03-17,198,2017-03-20,6.0,39,18,6,116
2017-02-27,249,2017-03-03,276,2017-02-13,207,2017-03-21,14.0,24,19,5,208
2017-02-14,110,2017-01-28,25,2017-03-20,116,2017-03-22,18.0,27,17,5,117
2017-01-04,234,2017-03-20,116,2017-02-19,132,2017-03-23,6.0,44,16,4,95
2017-01-26,113,2017-02-23,291,2017-02-04,79,2017-03-24,23.0,55,15,8,118
2017-02-16,169,2017-01-02,121,2017-01-06,7,2017-03-25,13.0,49,15,6,242
2017-02-26,228,2017-02-20,256,2017-01-29,130,2017-03-26,6.0,27,15,8,280
2017-02-27,249,2017-03-06,279,2017-03-03,276,2017-03-27,6.0,21,18,5,249
2017-01-08,19,2017-01-03,79,2017-02-04,79,2017-03-28,16.0,72,8,7,19
2017-01-02,121,2017-02-04,79,2017-02-15,198,2017-03-29,14.0,48,16,7,79
2017-01-04,234,2017-03-23,95,2017-02-14,110,2017-03-30,4.0,63,15,4,95
2017-03-29,79,2017-01-02,121,2017-02-04,79,2017-03-31,14.0,49,14,7,286
2017-02-15,198,2017-03-04,186,2017-02-13,207,2017-04-01,14.0,31,18,7,309
2017-03-18,229,2017-03-04,186,2017-03-21,208,2017-04-02,13.0,26,22,6,291
2017-03-18,229,2017-04-01,309,2017-02-15,198,2017-04-03,14.0,40,22,7,199
2017-03-20,116,2017-03-30,95,2017-02-14,110,2017-04-04,10.0,66,17,6,37
2017-01-05,94,2017-03-30,95,2017-04-04,37,2017-04-05,20.0,75,17,3,94
2017-04-03,199,2017-03-29,79,2017-03-18,229,2017-04-06,14.0,50,22,3,265
2017-03-20,116,2017-04-04,37,2017-04-06,265,2017-04-07,6.0,56,21,4,130
2017-04-07,130,2017-04-04,37,2017-03-20,116,2017-04-08,10.0,75,17,7,130
2017-03-27,249,2017-02-15,198,2017-02-02,189,2017-04-09,6.0,32,16,8,249
2017-03-30,95,2017-02-14,110,2017-03-15,210,2017-04-10,6.0,27,15,4,125
2017-04-01,309,2017-02-15,198,2017-04-03,199,2017-04-11,14.0,37,18,5,244
2017-03-27,249,2017-03-11,187,2017-04-03,199,2017-04-12,6.0,38,20,7,285
2017-04-07,130,2017-03-25,242,2017-04-06,265,2017-04-13,5.0,55,21,9,165
2017-04-06,265,2017-04-03,199,2017-03-29,79,2017-04-14,14.0,52,23,6,209
2017-03-26,280,2017-02-26,228,2017-04-06,265,2017-04-15,5.0,45,27,6,169
2017-03-30,95,2017-04-14,209,2017-02-16,169,2017-04-16,10.0,85,20,5,31
2017-04-12,285,2017-04-03,199,2017-03-27,249,2017-04-17,6.0,36,24,7,289
2017-04-02,291,2017-03-21,208,2017-03-18,229,2017-04-18,14.0,24,20,7,330
2017-03-24,118,2017-01-26,113,2017-01-01,79,2017-04-19,21.0,63,20,6,68
2017-04-03,199,2017-04-11,244,2017-04-06,265,2017-04-20,6.0,38,21,4,271
2017-04-20,271,2017-03-28,19,2017-02-19,132,2017-04-21,4.0,49,16,8,250
2017-03-18,229,2017-04-03,199,2017-04-02,291,2017-04-22,13.0,32,21,8,308
2017-04-03,199,2017-03-18,229,2017-04-14,209,2017-04-23,14.0,40,23,7,298
2017-03-11,187,2017-04-12,285,2017-04-17,289,2017-04-24,9.0,50,21,7,198
2017-04-11,244,2017-04-03,199,2017-03-29,79,2017-04-25,13.0,42,18,8,98
2017-03-04,186,2017-04-02,291,2017-03-18,229,2017-04-26,13.0,30,20,6,289
2017-03-18,229,2017-03-21,208,2017-04-02,291,2017-04-27,14.0,23,22,7,307
2017-04-27,307,2017-03-18,229,2017-03-21,208,2017-04-28,14.0,23,26,6,291
2017-04-28,291,2017-04-27,307,2017-03-18,229,2017-04-29,14.0,27,29,5,285
2017-02-19,132,2017-04-15,169,2017-04-29,285,2017-04-30,6.0,33,29,5,257
2017-03-11,187,2017-04-17,289,2017-03-15,210,2017-05-01,5.0,40,29,5,221
2017-04-29,285,2017-04-23,298,2017-04-03,199,2017-05-02,14.0,33,28,6,252
2017-05-01,221,2017-04-14,209,2017-04-23,298,2017-05-03,10.0,48,24,6,221
2017-03-31,286,2017-04-06,265,2017-04-25,98,2017-05-04,13.0,52,23,5,286
2017-04-27,307,2017-04-28,291,2017-03-18,229,2017-05-05,14.0,24,23,9,307
2017-04-27,307,2017-04-28,291,2017-03-18,229,2017-05-06,14.0,26,24,8,307
2017-04-10,125,2017-03-23,95,2017-04-15,169,2017-05-07,6.0,33,27,5,279
2017-04-04,37,2017-03-22,117,2017-03-30,95,2017-05-08,6.0,51,23,7,77
2017-04-06,265,2017-04-03,199,2017-04-14,209,2017-05-09,14.0,44,25,4,305
2017-04-15,169,2017-03-26,280,2017-02-26,228,2017-05-10,5.0,38,29,7,270
2017-04-30,257,2017-05-10,270,2017-02-19,132,2017-05-11,6.0,32,32,7,200
2017-04-29,285,2017-04-28,291,2017-05-06,307,2017-05-12,14.0,23,27,7,286
2017-05-12,286,2017-04-28,291,2017-04-27,307,2017-05-13,14.0,21,25,7,282
2017-03-18,229,2017-04-29,285,2017-05-06,307,2017-05-14,13.0,31,25,4,239
2017-05-14,239,2017-04-03,199,2017-04-23,298,2017-05-15,13.0,39,25,5,166
2017-05-02,252,2017-04-03,199,2017-04-23,298,2017-05-16,14.0,38,27,7,277
2017-05-16,277,2017-05-02,252,2017-04-23,298,2017-05-17,14.0,40,30,9,265
2017-05-17,265,2017-05-16,277,2017-05-02,252,2017-05-18,14.0,40,32,9,246
2017-04-30,257,2017-02-19,132,2017-05-11,200,2017-05-19,5.0,42,31,8,197
2017-05-18,246,2017-05-17,265,2017-05-16,277,2017-05-20,14.0,40,32,4,217
2017-05-20,217,2017-05-18,246,2017-05-17,265,2017-05-21,14.0,43,31,4,183
2017-05-21,183,2017-05-20,217,2017-05-18,246,2017-05-22,9.0,47,31,7,173
2017-05-04,286,2017-03-31,286,2017-04-06,265,2017-05-23,10.0,58,22,9,177
2017-05-02,252,2017-04-29,285,2017-05-16,277,2017-05-24,14.0,32,29,5,239
2017-05-24,239,2017-04-29,285,2017-05-17,265,2017-05-25,14.0,31,31,5,306
2017-05-25,306,2017-05-24,239,2017-05-18,246,2017-05-26,14.0,31,33,7,300
2017-05-26,300,2017-05-25,306,2017-04-29,285,2017-05-27,14.0,27,33,8,285
2017-05-11,200,2017-05-27,285,2017-04-30,257,2017-05-28,6.0,29,33,8,286
2017-05-28,286,2017-05-11,200,2017-05-26,300,2017-05-29,4.0,30,33,7,232
2017-05-20,217,2017-05-26,300,2017-05-18,246,2017-05-30,14.0,34,32,5,253
2017-05-18,246,2017-05-21,183,2017-05-20,217,2017-05-31,14.0,42,32,8,280
2017-05-20,217,2017-05-21,183,2017-05-18,246,2017-06-01,14.0,41,32,8,277
2017-05-22,173,2017-05-17,265,2017-05-21,183,2017-06-02,9.0,41,31,7,259
2017-05-04,286,2017-05-09,305,2017-04-25,98,2017-06-03,14.0,46,26,6,286
2017-06-03,286,2017-05-16,277,2017-05-04,286,2017-06-04,13.0,39,28,2,254
2017-06-02,259,2017-05-15,166,2017-05-14,239,2017-06-05,10.0,38,24,4,88
2017-04-16,31,2017-01-03,79,2017-04-14,209,2017-06-06,18.0,85,18,5,68
2017-04-14,209,2017-04-06,265,2017-05-16,277,2017-06-07,14.0,51,27,5,295
2017-05-21,183,2017-06-01,277,2017-05-20,217,2017-06-08,6.0,46,30,7,191
2017-01-04,234,2017-05-01,221,2017-05-07,279,2017-06-09,6.0,46,32,7,234
2017-06-08,191,2017-05-08,77,2017-05-11,200,2017-06-10,5.0,53,31,4,113
2017-06-07,295,2017-05-21,183,2017-06-01,277,2017-06-11,14.0,52,31,4,212
2017-06-11,212,2017-05-21,183,2017-06-07,295,2017-06-12,13.0,48,29,4,227
2017-06-04,254,2017-06-03,286,2017-05-04,286,2017-06-13,14.0,40,28,3,251
2017-05-02,252,2017-06-01,277,2017-05-16,277,2017-06-14,14.0,34,31,3,269
2017-06-08,191,2017-05-30,253,2017-05-20,217,2017-06-15,6.0,36,32,5,191
2017-05-20,217,2017-06-14,269,2017-05-18,246,2017-06-16,14.0,36,35,6,248
2017-06-02,259,2017-05-26,300,2017-05-30,253,2017-06-18,6.0,32,33,9,213
2017-05-18,246,2017-05-20,217,2017-05-21,183,2017-06-19,14.0,40,33,6,191
2017-06-08,191,2017-06-15,191,2017-06-18,213,2017-06-20,5.0,49,32,5,142
2017-05-20,217,2017-05-21,183,2017-06-19,191,2017-06-21,13.0,42,34,5,174
2017-05-08,77,2017-06-10,113,2017-05-11,200,2017-06-22,9.0,64,29,6,26
2017-06-06,68,2017-04-16,31,2017-06-07,295,2017-06-23,24.0,76,27,4,48
2017-06-22,26,2017-05-08,77,2017-04-04,37,2017-06-24,4.0,72,26,6,137
2017-06-07,295,2017-06-11,212,2017-06-12,227,2017-06-25,13.0,59,28,5,174
2017-06-11,212,2017-06-07,295,2017-06-12,227,2017-06-26,14.0,52,30,4,151
2017-05-21,183,2017-06-01,277,2017-05-20,217,2017-06-27,14.0,45,33,3,146
2017-06-21,174,2017-05-20,217,2017-06-27,146,2017-06-28,13.0,43,34,6,132
2017-06-16,248,2017-05-20,217,2017-06-19,191,2017-06-29,14.0,41,37,6,121
2017-06-12,227,2017-06-28,132,2017-06-11,212,2017-06-30,13.0,55,32,6,116
2017-06-29,121,2017-06-16,248,2017-06-01,277,2017-07-01,14.0,41,38,5,122
