day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,231,2017-02-12,222,2017-02-25,286,2017-03-02,14.0,15,11,7,298
2017-02-27,240,2017-02-25,286,2017-02-12,222,2017-03-03,13.0,26,18,9,263
2017-02-27,240,2017-02-13,175,2017-02-15,213,2017-03-04,13.0,28,20,4,209
2017-01-12,35,2017-02-28,195,2017-01-02,151,2017-03-05,20.0,40,10,10,269
2017-02-27,240,2017-02-25,286,2017-02-12,222,2017-03-06,13.0,20,13,7,258
2017-02-11,231,2017-03-02,298,2017-02-10,283,2017-03-07,14.0,17,8,7,315
2017-03-02,298,2017-02-11,231,2017-03-07,315,2017-03-08,14.0,16,13,7,298
2017-03-08,298,2017-03-02,298,2017-02-11,231,2017-03-09,14.0,14,18,5,290
2017-03-09,290,2017-03-08,298,2017-03-02,298,2017-03-10,13.0,12,23,4,275
2017-03-04,209,2017-03-03,263,2017-02-27,240,2017-03-11,6.0,33,21,6,163
2017-02-24,282,2017-02-15,213,2017-02-18,240,2017-03-12,4.0,33,14,10,256
2017-03-06,258,2017-03-08,298,2017-02-12,222,2017-03-13,13.0,20,13,7,228
2017-02-26,245,2017-03-09,290,2017-03-08,298,2017-03-14,20.0,14,17,5,279
2017-03-10,275,2017-03-09,290,2017-03-08,298,2017-03-15,6.0,14,18,3,235
2017-03-03,263,2017-02-27,240,2017-03-13,228,2017-03-16,6.0,22,18,6,212
2017-02-15,213,2017-03-03,263,2017-02-18,240,2017-03-17,13.0,36,18,8,149
2017-03-04,209,2017-02-15,213,2017-02-27,240,2017-03-18,14.0,30,23,3,206
2017-03-01,145,2017-03-18,206,2017-03-11,163,2017-03-19,13.0,21,21,6,198
2017-03-12,256,2017-02-14,149,2017-03-17,149,2017-03-20,6.0,39,18,6,89
2017-02-27,240,2017-03-03,263,2017-02-13,175,2017-03-21,14.0,24,19,5,255
2017-02-14,149,2017-01-28,7,2017-03-20,89,2017-03-22,18.0,27,17,5,125
2017-01-04,39,2017-03-20,89,2017-02-19,105,2017-03-23,6.0,44,16,4,103
2017-01-26,91,2017-02-23,309,2017-02-04,31,2017-03-24,23.0,55,15,8,44
2017-02-16,131,2017-01-02,151,2017-01-06,70,2017-03-25,13.0,49,15,6,191
2017-02-26,245,2017-02-20,232,2017-01-29,95,2017-03-26,6.0,27,15,8,293
2017-02-27,240,2017-03-06,258,2017-03-03,263,2017-03-27,6.0,21,18,5,318
2017-01-08,112,2017-01-03,52,2017-02-04,31,2017-03-28,16.0,72,8,7,176
2017-01-02,151,2017-02-04,31,2017-02-15,213,2017-03-29,14.0,48,16,7,308
2017-01-04,39,2017-03-23,103,2017-02-14,149,2017-03-30,4.0,63,15,4,128
2017-03-29,308,2017-01-02,151,2017-02-04,31,2017-03-31,14.0,49,14,7,239
2017-02-15,213,2017-03-04,209,2017-02-13,175,2017-04-01,14.0,31,18,7,319
2017-03-18,206,2017-03-04,209,2017-03-21,255,2017-04-02,13.0,26,22,6,293
2017-03-18,206,2017-04-01,319,2017-02-15,213,2017-04-03,14.0,40,22,7,272
2017-03-20,89,2017-03-30,128,2017-02-14,149,2017-04-04,10.0,66,17,6,83
2017-01-05,33,2017-03-30,128,2017-04-04,83,2017-04-05,20.0,75,17,3,110
2017-04-03,272,2017-03-29,308,2017-03-18,206,2017-04-06,14.0,50,22,3,285
2017-03-20,89,2017-04-04,83,2017-04-06,285,2017-04-07,6.0,56,21,4,190
2017-04-07,190,2017-04-04,83,2017-03-20,89,2017-04-08,10.0,75,17,7,190
2017-03-27,318,2017-02-15,213,2017-02-02,204,2017-04-09,6.0,32,16,8,318
2017-03-30,128,2017-02-14,149,2017-03-15,235,2017-04-10,6.0,27,15,4,179
2017-04-01,319,2017-02-15,213,2017-04-03,272,2017-04-11,14.0,37,18,5,251
2017-03-27,318,2017-03-11,163,2017-04-03,272,2017-04-12,6.0,38,20,7,319
2017-04-07,190,2017-03-25,191,2017-04-06,285,2017-04-13,5.0,55,21,9,190
2017-04-06,285,2017-04-03,272,2017-03-29,308,2017-04-14,14.0,52,23,6,285
2017-03-26,293,2017-02-26,245,2017-04-06,285,2017-04-15,5.0,45,27,6,241
2017-03-30,128,2017-04-14,285,2017-02-16,131,2017-04-16,10.0,85,20,5,59
2017-04-12,319,2017-04-03,272,2017-03-27,318,2017-04-17,6.0,36,24,7,319
2017-04-02,293,2017-03-21,255,2017-03-18,206,2017-04-18,14.0,24,20,7,336
2017-03-24,44,2017-01-26,91,2017-01-01,106,2017-04-19,21.0,63,20,6,70
2017-04-03,272,2017-04-11,251,2017-04-06,285,2017-04-20,6.0,38,21,4,305
2017-04-20,305,2017-03-28,176,2017-02-19,105,2017-04-21,4.0,49,16,8,296
2017-03-18,206,2017-04-03,272,2017-04-02,293,2017-04-22,13.0,32,21,8,338
2017-04-03,272,2017-03-18,206,2017-04-14,285,2017-04-23,14.0,40,23,7,301
2017-03-11,163,2017-04-12,319,2017-04-17,319,2017-04-24,9.0,50,21,7,241
2017-04-11,251,2017-04-03,272,2017-03-29,308,2017-04-25,13.0,42,18,8,182
2017-03-04,209,2017-04-02,293,2017-03-18,206,2017-04-26,13.0,30,20,6,320
2017-03-18,206,2017-03-21,255,2017-04-02,293,2017-04-27,14.0,23,22,7,331
2017-04-27,331,2017-03-18,206,2017-03-21,255,2017-04-28,14.0,23,26,6,305
2017-04-28,305,2017-04-27,331,2017-03-18,206,2017-04-29,14.0,27,29,5,298
2017-02-19,105,2017-04-15,241,2017-04-29,298,2017-04-30,6.0,33,29,5,246
2017-03-11,163,2017-04-17,319,2017-03-15,235,2017-05-01,5.0,40,29,5,223
2017-04-29,298,2017-04-23,301,2017-04-03,272,2017-05-02,14.0,33,28,6,269
2017-05-01,223,2017-04-14,285,2017-04-23,301,2017-05-03,10.0,48,24,6,197
2017-03-31,239,2017-04-06,285,2017-04-25,182,2017-05-04,13.0,52,23,5,229
2017-04-27,331,2017-04-28,305,2017-03-18,206,2017-05-05,14.0,24,23,9,248
2017-04-27,331,2017-04-28,305,2017-03-18,206,2017-05-06,14.0,26,24,8,322
2017-04-10,179,2017-03-23,103,2017-04-15,241,2017-05-07,6.0,33,27,5,269
