day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,186,2017-02-12,178,2017-02-25,225,2017-03-02,14.0,15,11,7,257
2017-02-27,218,2017-02-25,225,2017-02-12,178,2017-03-03,13.0,26,18,9,240
2017-02-27,218,2017-02-13,168,2017-02-15,165,2017-03-04,13.0,28,20,4,181
2017-01-12,55,2017-02-28,132,2017-01-02,96,2017-03-05,20.0,40,10,10,173
2017-02-27,218,2017-02-25,225,2017-02-12,178,2017-03-06,13.0,20,13,7,243
2017-02-11,186,2017-03-02,257,2017-02-10,213,2017-03-07,14.0,17,8,7,272
2017-03-02,257,2017-02-11,186,2017-03-07,272,2017-03-08,14.0,16,13,7,262
2017-03-08,262,2017-03-02,257,2017-02-11,186,2017-03-09,14.0,14,18,5,251
2017-03-09,251,2017-03-08,262,2017-03-02,257,2017-03-10,13.0,12,23,4,228
2017-03-04,181,2017-03-03,240,2017-02-27,218,2017-03-11,6.0,33,21,6,181
2017-02-24,222,2017-02-15,165,2017-02-18,181,2017-03-12,4.0,33,14,10,168
2017-03-06,243,2017-03-08,262,2017-02-12,178,2017-03-13,13.0,20,13,7,120
2017-02-26,209,2017-03-09,251,2017-03-08,262,2017-03-14,20.0,14,17,5,257
2017-03-10,228,2017-03-09,251,2017-03-08,262,2017-03-15,6.0,14,18,3,197
2017-03-03,240,2017-02-27,218,2017-03-13,120,2017-03-16,6.0,22,18,6,231
2017-02-15,165,2017-03-03,240,2017-02-18,181,2017-03-17,13.0,36,18,8,196
2017-03-04,181,2017-02-15,165,2017-02-27,218,2017-03-18,14.0,30,23,3,217
2017-03-01,116,2017-03-18,217,2017-03-11,181,2017-03-19,13.0,21,21,6,216
2017-03-12,168,2017-02-14,94,2017-03-17,196,2017-03-20,6.0,39,18,6,113
2017-02-27,218,2017-03-03,240,2017-02-13,168,2017-03-21,14.0,24,19,5,212
2017-02-14,94,2017-01-28,4,2017-03-20,113,2017-03-22,18.0,27,17,5,121
2017-01-04,208,2017-03-20,113,2017-02-19,129,2017-03-23,6.0,44,16,4,104
2017-01-26,103,2017-02-23,246,2017-02-04,59,2017-03-24,23.0,55,15,8,130
2017-02-16,145,2017-01-02,96,2017-01-06,138,2017-03-25,13.0,49,15,6,238
2017-02-26,209,2017-02-20,218,2017-01-29,67,2017-03-26,6.0,27,15,8,209
2017-02-27,218,2017-03-06,243,2017-03-03,240,2017-03-27,6.0,21,18,5,218
2017-01-08,167,2017-01-03,59,2017-02-04,59,2017-03-28,16.0,72,8,7,167
2017-01-02,96,2017-02-04,59,2017-02-15,165,2017-03-29,14.0,48,16,7,238
2017-01-04,208,2017-03-23,104,2017-02-14,94,2017-03-30,4.0,63,15,4,84
2017-03-29,238,2017-01-02,96,2017-02-04,59,2017-03-31,14.0,49,14,7,268
2017-02-15,165,2017-03-04,181,2017-02-13,168,2017-04-01,14.0,31,18,7,278
2017-03-18,217,2017-03-04,181,2017-03-21,212,2017-04-02,13.0,26,22,6,258
2017-03-18,217,2017-04-01,278,2017-02-15,165,2017-04-03,14.0,40,22,7,191
2017-03-20,113,2017-03-30,84,2017-02-14,94,2017-04-04,10.0,66,17,6,41
2017-01-05,99,2017-03-30,84,2017-04-04,41,2017-04-05,20.0,75,17,3,99
2017-04-03,191,2017-03-29,238,2017-03-18,217,2017-04-06,14.0,50,22,3,277
2017-03-20,113,2017-04-04,41,2017-04-06,277,2017-04-07,6.0,56,21,4,113
2017-04-07,113,2017-04-04,41,2017-03-20,113,2017-04-08,10.0,75,17,7,113
2017-03-27,218,2017-02-15,165,2017-02-02,153,2017-04-09,6.0,32,16,8,218
