day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,233,2017-02-12,221,2017-02-25,260,2017-03-02,14.0,15,11,7,299
2017-02-27,243,2017-02-25,260,2017-02-12,221,2017-03-03,13.0,26,18,9,273
2017-02-27,243,2017-02-13,200,2017-02-15,183,2017-03-04,13.0,28,20,4,202
2017-01-12,27,2017-02-28,151,2017-01-02,27,2017-03-05,20.0,40,10,10,206
2017-02-27,243,2017-02-25,260,2017-02-12,221,2017-03-06,13.0,20,13,7,269
2017-02-11,233,2017-03-02,299,2017-02-10,258,2017-03-07,14.0,17,8,7,318
2017-03-02,299,2017-02-11,233,2017-03-07,318,2017-03-08,14.0,16,13,7,306
2017-03-08,306,2017-03-02,299,2017-02-11,233,2017-03-09,14.0,14,18,5,287
2017-03-09,287,2017-03-08,306,2017-03-02,299,2017-03-10,13.0,12,23,4,270
2017-03-04,202,2017-03-03,273,2017-02-27,243,2017-03-11,6.0,33,21,6,169
2017-02-24,278,2017-02-15,183,2017-02-18,218,2017-03-12,4.0,33,14,10,191
2017-03-06,269,2017-03-08,306,2017-02-12,221,2017-03-13,13.0,20,13,7,140
2017-02-26,226,2017-03-09,287,2017-03-08,306,2017-03-14,20.0,14,17,5,280
2017-03-10,270,2017-03-09,287,2017-03-08,306,2017-03-15,6.0,14,18,3,215
2017-03-03,273,2017-02-27,243,2017-03-13,140,2017-03-16,6.0,22,18,6,236
2017-02-15,183,2017-03-03,273,2017-02-18,218,2017-03-17,13.0,36,18,8,183
2017-03-04,202,2017-02-15,183,2017-02-27,243,2017-03-18,14.0,30,23,3,202
2017-03-01,123,2017-03-18,202,2017-03-11,169,2017-03-19,13.0,21,21,6,123
2017-03-12,191,2017-02-14,116,2017-03-17,183,2017-03-20,6.0,39,18,6,101
2017-02-27,243,2017-03-03,273,2017-02-13,200,2017-03-21,14.0,24,19,5,236
2017-02-14,116,2017-01-28,4,2017-03-20,101,2017-03-22,18.0,27,17,5,72
2017-01-04,19,2017-03-20,101,2017-02-19,107,2017-03-23,6.0,44,16,4,19
2017-01-26,112,2017-02-23,287,2017-02-04,36,2017-03-24,23.0,55,15,8,112
2017-02-16,151,2017-01-02,27,2017-01-06,142,2017-03-25,13.0,49,15,6,151
2017-02-26,226,2017-02-20,59,2017-01-29,59,2017-03-26,6.0,27,15,8,289
2017-02-27,243,2017-03-06,269,2017-03-03,273,2017-03-27,6.0,21,18,5,312
2017-01-08,137,2017-01-03,137,2017-02-04,36,2017-03-28,16.0,72,8,7,137
2017-01-02,27,2017-02-04,36,2017-02-15,183,2017-03-29,14.0,48,16,7,27
2017-01-04,19,2017-03-23,19,2017-02-14,116,2017-03-30,4.0,63,15,4,86
2017-03-29,27,2017-01-02,27,2017-02-04,36,2017-03-31,14.0,49,14,7,277
2017-02-15,183,2017-03-04,202,2017-02-13,200,2017-04-01,14.0,31,18,7,311
2017-03-18,202,2017-03-04,202,2017-03-21,236,2017-04-02,13.0,26,22,6,294
2017-03-18,202,2017-04-01,311,2017-02-15,183,2017-04-03,14.0,40,22,7,235
2017-03-20,101,2017-03-30,86,2017-02-14,116,2017-04-04,10.0,66,17,6,43
2017-01-05,104,2017-03-30,86,2017-04-04,43,2017-04-05,20.0,75,17,3,104
2017-04-03,235,2017-03-29,27,2017-03-18,202,2017-04-06,14.0,50,22,3,287
2017-03-20,101,2017-04-04,43,2017-04-06,287,2017-04-07,6.0,56,21,4,185
2017-04-07,185,2017-04-04,43,2017-03-20,101,2017-04-08,10.0,75,17,7,185
2017-03-27,312,2017-02-15,183,2017-02-02,194,2017-04-09,6.0,32,16,8,312
2017-03-30,86,2017-02-14,116,2017-03-15,215,2017-04-10,6.0,27,15,4,142
2017-04-01,311,2017-02-15,183,2017-04-03,235,2017-04-11,14.0,37,18,5,257
2017-03-27,312,2017-03-11,169,2017-04-03,235,2017-04-12,6.0,38,20,7,283
2017-04-07,185,2017-03-25,151,2017-04-06,287,2017-04-13,5.0,55,21,9,185
2017-04-06,287,2017-04-03,235,2017-03-29,27,2017-04-14,14.0,52,23,6,287
2017-03-26,289,2017-02-26,226,2017-04-06,287,2017-04-15,5.0,45,27,6,187
2017-03-30,86,2017-04-14,287,2017-02-16,151,2017-04-16,10.0,85,20,5,32
2017-04-12,283,2017-04-03,235,2017-03-27,312,2017-04-17,6.0,36,24,7,283
2017-04-02,294,2017-03-21,236,2017-03-18,202,2017-04-18,14.0,24,20,7,294
2017-03-24,112,2017-01-26,112,2017-01-01,111,2017-04-19,21.0,63,20,6,62
2017-04-03,235,2017-04-11,257,2017-04-06,287,2017-04-20,6.0,38,21,4,276
2017-04-20,276,2017-03-28,137,2017-02-19,107,2017-04-21,4.0,49,16,8,231
2017-03-18,202,2017-04-03,235,2017-04-02,294,2017-04-22,13.0,32,21,8,311
2017-04-03,235,2017-03-18,202,2017-04-14,287,2017-04-23,14.0,40,23,7,299
2017-03-11,169,2017-04-12,283,2017-04-17,283,2017-04-24,9.0,50,21,7,199
2017-04-11,257,2017-04-03,235,2017-03-29,27,2017-04-25,13.0,42,18,8,104
2017-03-04,202,2017-04-02,294,2017-03-18,202,2017-04-26,13.0,30,20,6,293
2017-03-18,202,2017-03-21,236,2017-04-02,294,2017-04-27,14.0,23,22,7,316
2017-04-27,316,2017-03-18,202,2017-03-21,236,2017-04-28,14.0,23,26,6,303
2017-04-28,303,2017-04-27,316,2017-03-18,202,2017-04-29,14.0,27,29,5,294
2017-02-19,107,2017-04-15,187,2017-04-29,294,2017-04-30,6.0,33,29,5,263
2017-03-11,169,2017-04-17,283,2017-03-15,215,2017-05-01,5.0,40,29,5,207
2017-04-29,294,2017-04-23,299,2017-04-03,235,2017-05-02,14.0,33,28,6,285
2017-05-01,207,2017-04-14,287,2017-04-23,299,2017-05-03,10.0,48,24,6,154
