day_s0,power_s0,day_s1,power_s1,day_s2,power_s2,time,weatherCode,humidity,temperature,windSpeed,dayPower
2017-02-11,475,2017-02-12,440,2017-02-25,521,2017-03-02,14.0,15,11,7,611
2017-02-27,510,2017-02-25,521,2017-02-12,440,2017-03-03,13.0,26,18,9,559
2017-02-27,510,2017-02-13,440,2017-02-15,388,2017-03-04,13.0,28,20,4,510
2017-01-12,224,2017-02-28,287,2017-01-02,276,2017-03-05,20.0,40,10,10,224
2017-02-27,510,2017-02-25,521,2017-02-12,440,2017-03-06,13.0,20,13,7,510
2017-02-11,475,2017-03-02,611,2017-02-10,521,2017-03-07,14.0,17,8,7,645
2017-03-02,611,2017-02-11,475,2017-03-07,645,2017-03-08,14.0,16,13,7,614
2017-03-08,614,2017-03-02,611,2017-02-11,475,2017-03-09,14.0,14,18,5,585
2017-03-09,585,2017-03-08,614,2017-03-02,611,2017-03-10,13.0,12,23,4,585
2017-03-04,510,2017-03-03,559,2017-02-27,510,2017-03-11,6.0,33,21,6,383
2017-02-24,534,2017-02-15,388,2017-02-18,431,2017-03-12,4.0,33,14,10,534
2017-03-06,510,2017-03-08,614,2017-02-12,440,2017-03-13,13.0,20,13,7,510
2017-02-26,481,2017-03-09,585,2017-03-08,614,2017-03-14,20.0,14,17,5,481
2017-03-10,585,2017-03-09,585,2017-03-08,614,2017-03-15,6.0,14,18,3,427
2017-03-03,559,2017-02-27,510,2017-03-13,510,2017-03-16,6.0,22,18,6,529
2017-02-15,388,2017-03-03,559,2017-02-18,431,2017-03-17,13.0,36,18,8,447
2017-03-04,510,2017-02-15,388,2017-02-27,510,2017-03-18,14.0,30,23,3,491
2017-03-01,292,2017-03-18,491,2017-03-11,383,2017-03-19,13.0,21,21,6,292
2017-03-12,534,2017-02-14,222,2017-03-17,447,2017-03-20,6.0,39,18,6,534
2017-02-27,510,2017-03-03,559,2017-02-13,440,2017-03-21,14.0,24,19,5,510
2017-02-14,222,2017-01-28,10,2017-03-20,534,2017-03-22,18.0,27,17,5,247
2017-01-04,482,2017-03-20,534,2017-02-19,330,2017-03-23,6.0,44,16,4,196
2017-01-26,200,2017-02-23,590,2017-02-04,169,2017-03-24,23.0,55,15,8,251
2017-02-16,330,2017-01-02,276,2017-01-06,319,2017-03-25,13.0,49,15,6,480
2017-02-26,481,2017-02-20,519,2017-01-29,158,2017-03-26,6.0,27,15,8,611
2017-02-27,510,2017-03-06,510,2017-03-03,559,2017-03-27,6.0,21,18,5,619
2017-01-08,283,2017-01-03,169,2017-02-04,169,2017-03-28,16.0,72,8,7,283
2017-01-02,276,2017-02-04,169,2017-02-15,388,2017-03-29,14.0,48,16,7,566
