id,time,dayPower,capacity
6,2017-01-01,28,50
6,2017-01-02,28,50
6,2017-01-03,28,50
6,2017-01-04,267,50
6,2017-01-05,117,50
6,2017-01-06,140,50
6,2017-01-07,108,50
6,2017-01-08,108,50
6,2017-01-09,104,50
6,2017-01-10,164,50
6,2017-01-11,147,50
6,2017-01-12,1,50
6,2017-01-13,206,50
6,2017-01-14,233,50
6,2017-01-15,143,50
6,2017-01-16,104,50
6,2017-01-17,72,50
6,2017-01-18,106,50
6,2017-01-19,1,50
6,2017-01-20,70,50
6,2017-01-21,211,50
6,2017-01-22,224,50
6,2017-01-23,164,50
6,2017-01-24,206,50
6,2017-01-25,104,50
6,2017-01-26,72,50
6,2017-01-27,221,50
6,2017-01-28,8,50
6,2017-01-29,76,50
6,2017-01-30,254,50
6,2017-01-31,164,50
6,2017-02-01,254,50
6,2017-02-02,143,50
6,2017-02-03,147,50
6,2017-02-04,28,50
6,2017-02-05,190,50
6,2017-02-06,144,50
6,2017-02-07,80,50
6,2017-02-08,114,50
6,2017-02-09,285,50
6,2017-02-10,288,50
6,2017-02-11,243,50
6,2017-02-12,239,50
6,2017-02-13,186,50
6,2017-02-14,149,50
6,2017-02-15,215,50
6,2017-02-16,147,50
6,2017-02-17,206,50
6,2017-02-18,237,50
6,2017-02-19,102,50
6,2017-02-20,230,50
6,2017-02-21,36,50
6,2017-02-22,96,50
6,2017-02-23,300,50
6,2017-02-24,278,50
6,2017-02-25,279,50
6,2017-02-26,247,50
6,2017-02-27,244,50
6,2017-02-28,198,50
6,2017-03-01,120,50
6,2017-03-02,301,50
6,2017-03-03,264,50
6,2017-03-04,216,50
6,2017-03-05,250,50
6,2017-03-06,263,50
6,2017-03-07,311,50
6,2017-03-08,296,50
6,2017-03-09,296,50
6,2017-03-10,296,50
6,2017-03-11,216,50
6,2017-03-12,278,50
6,2017-03-13,263,50
6,2017-03-14,282,50
6,2017-03-15,248,50
6,2017-03-16,264,50
6,2017-03-17,215,50
6,2017-03-18,216,50
6,2017-03-19,120,50
6,2017-03-20,278,50
6,2017-03-21,244,50
6,2017-03-22,149,50
6,2017-03-23,278,50
