id,time,dayPower,capacity
505,2017-01-01,125,50
505,2017-01-02,125,50
505,2017-01-03,125,50
505,2017-01-04,191,50
505,2017-01-05,97,50
505,2017-01-06,107,50
505,2017-01-07,103,50
505,2017-01-08,110,50
505,2017-01-09,107,50
505,2017-01-10,159,50
505,2017-01-11,137,50
505,2017-01-12,198,50
505,2017-01-13,201,50
505,2017-01-14,142,50
505,2017-01-15,144,50
505,2017-01-16,107,50
505,2017-01-17,89,50
505,2017-01-18,135,50
505,2017-01-19,193,50
505,2017-01-20,201,50
505,2017-01-21,201,50
505,2017-01-22,201,50
505,2017-01-23,126,50
505,2017-01-24,176,50
505,2017-01-25,107,50
505,2017-01-26,11,50
505,2017-01-27,112,50
505,2017-01-28,69,50
505,2017-01-29,128,50
505,2017-01-30,144,50
505,2017-01-31,142,50
505,2017-02-01,126,50
505,2017-02-02,144,50
505,2017-02-03,116,50
505,2017-02-04,125,50
505,2017-02-05,128,50
505,2017-02-06,198,50
505,2017-02-07,198,50
505,2017-02-08,160,50
505,2017-02-09,201,50
505,2017-02-10,201,50
505,2017-02-11,280,50
505,2017-02-12,175,50
505,2017-02-13,167,50
505,2017-02-14,179,50
505,2017-02-15,227,50
505,2017-02-16,134,50
505,2017-02-17,282,50
505,2017-02-18,167,50
505,2017-02-19,99,50
505,2017-02-20,128,50
505,2017-02-21,86,50
505,2017-02-22,44,50
505,2017-02-23,93,50
505,2017-02-24,167,50
505,2017-02-25,120,50
505,2017-02-26,174,50
505,2017-02-27,97,50
505,2017-02-28,299,50
505,2017-03-01,219,50
505,2017-03-02,280,50
505,2017-03-03,97,50
505,2017-03-04,227,50
505,2017-03-05,163,50
505,2017-03-06,175,50
505,2017-03-07,132,50
505,2017-03-08,280,50
505,2017-03-09,240,50
505,2017-03-10,230,50
505,2017-03-11,104,50
505,2017-03-12,202,50
505,2017-03-13,235,50
505,2017-03-14,46,50
505,2017-03-15,193,50
505,2017-03-16,187,50
505,2017-03-17,155,50
505,2017-03-18,173,50
505,2017-03-19,308,50
505,2017-03-20,154,50
505,2017-03-21,97,50
505,2017-03-22,42,50
505,2017-03-23,89,50
505,2017-03-24,187,50
